div_id,old_id,name_n,name_ref,name,addname,role,type
obj1322,Obj1337,obj1322-m-24,ppl:tmason,Mason,,,
obj1323,Obj1338,obj1323-s-1,ppl:ditj,Isaiah Townsend,,sender,
obj1324,Obj1339,obj1324-s-1,ppl:adbache,"A.D. Bache [Alexander Dallas Bache],",[Alexander Dallas Bache],sender,
obj1325,Obj1340,obj1325-s-1,ppl:admorgan,"Augustus de Morgan,",,sender,
obj1325,Obj1340,obj1325-m-25,ppl:mrcentress,Mr Centress,,,
obj1325,Obj1340,obj1325-m-a999,ppl:maccosta,M Accosta,,,
obj1325,Obj1340,obj1325-on-7,org:org_054,London University,,,
obj1325,Obj1340,obj1325-m-26,ppl:jtaylor,Mr Taylor,,,
obj1326,Obj1341,obj1326-s-1,ppl:adbache,"A.D. Bache [Alexander Dallas Bache],",[Alexander Dallas Bache],sender,
obj1327,Obj1342,obj1327-s-1,ppl:jwfran,John W. Francis,,sender,
obj1327,Obj1342,obj1327-m-27,ppl:samward,Mr Samuel Ward of New York,,intro,
obj1327,Obj1342,obj1327-m-28,ppl:rlivingston,Chancellor Livingston’s,,,
obj1327,Obj1342,obj1327-m-29,ppl:jmonroe,Mr [James] Monroe,,,
obj1328,Obj1342,obj1328-s-1,ppl:lencassmcp,"Leonard Cassell McPhail,",,sender,
obj1329,Obj1343,obj1329-s-1,ppl:jbro,James Brown,,sender,
obj1329,Obj1343,obj1329-m-30,ppl:wrwalsh,W Robert Walsh,,intro,
obj1330,Obj1344,obj1330-s-1,ppl:djmccord,"Colonel MacCord,",,sender,
obj1330,Obj1344,obj1330-m-31,ppl:ajackson,Gen. Jackson [Andrew Jackson],[Andrew Jackson],,
obj1330,Obj1344,obj1330-m-32,ppl:jccalhoun,Mr Calhoun,,,
obj1330,Obj1344,obj1330-m-33,ppl:wcr,Mr Rives,,,
obj1330,Obj1344,obj1330-m-34,ppl:lafayette,General Lafayette,,,
obj1330,Obj1344,obj1330-m-35,ppl:jrpoinsett,Mr Poinsett,,,
obj1330,Obj1344,obj1330-m-36,ppl:tjefferson,Mr Jefferson,,,
obj1330,Obj1344,obj1330-m-37,ppl:tco,Doctor Cooper [Thomas Cooper of Columbia],[Thomas Cooper,,
obj1331,Obj1345,obj1331-s-1,org:org_046,Secretaire de le Institut de France,,sender,
obj1332,Obj1346,obj1332-s-1,ppl:hslegare,"Hugh S. Legare,",,sender,
obj1332,Obj1346,obj1332-m-38,ppl:jgfwurdemann,Dr Wurdemann,,intro bearer,
obj1332,Obj1346,obj1332-m-39,ppl:robadair,Robert Adair,,,
obj1332,Obj1346,obj1332-m-40,ppl:johnmilton,Milton,,,
obj1332,Obj1346,obj1332-m-41,ppl:byron,Lord Byron,,,
obj1333,Obj1347,obj1333-s-1,ppl:jpcmacmahon,Col J MacMahon,,sender,
obj1333,Obj1347,obj1333-m-42,ppl:_morrison,Morrison,,bearer,
obj1333,Obj1347,obj1333-m-43,ppl:mrnicholson,Mr Nicholson,,,
obj1333,Obj1347,obj1333-m-44,ppl:mvb,Van Buren,,,
obj1333,Obj1347,obj1333-m-45,ppl:elivingston,[Edward] Livingston,,,
obj1333,Obj1347,obj1333-m-46,ppl:mrdebehr,Mr De Behr,,,
obj1333,Obj1347,obj1333-m-47,ppl:eavail,Vail,,,
obj1333,Obj1347,obj1333-m-48,ppl:nnj,Dr Niles,,,
obj1333,Obj1347,obj1333-m-49,ppl:icbarnet,Barnett,,,
obj1333,Obj1347,obj1333-m-50,ppl:mvb,Van Buren,,,
obj1333,Obj1347,obj1333-m-51,ppl:whcrawford,Mr Crawford [Henry Crawford],[Henry Crawford],,
obj1334,Obj1348,obj1334-s-1,ppl:hslegare,Hugh Legare,,sender,
obj1335,Obj1349,obj1335-s-1,ppl:admorgan,de Morgan,,sender,
obj1336,Obj1350,obj1336-s-1,ppl:lencassmcp,Leonard Cassell-McPhail,,sender,
obj1336,Obj1350,obj1336-m-52,ppl:mrdelavaux,Mr Delavaux,,,
obj1337,Obj1351,obj1337-s-1,ppl:ditj,"Isaiah Townsend,",,sender,
obj1337,Obj1351,obj1337-m-53,ppl:ceanderson,Mr Anderson,,,
obj1338,Obj1352,obj1338-s-1,ppl:ditj,Dr Townsend,,sender,
obj1338,Obj1352,obj1338-m-54,ppl:mrdelavaux,Mr Delavaux,,,
obj1339,Obj1353,obj1339-s-1,ppl:ditj,Isaiah Townsend,,sender,
obj1339,Obj1353,obj1339-on-9,org:org_008,Albany institute,,,
obj1339,Obj1353,obj1339-m-55,,Mr Lenon / Leson / Lenor [?],,,
obj1339,Obj1353,obj1339-on-10,org:org_098,Geographical Society,,,
obj1340,Obj1354,obj1340-s-1,ppl:ditj,Isaiah Townsend,,sender,
obj1340,Obj1354,obj1340-m-56,ppl:brong,Mr Brogniart,,,
obj1340,Obj1354,obj1340-m-57,ppl:fakemble,Miss Kemble,,,
obj1340,Obj1354,obj1340-on-12,org:org_046,the Institute,,,
obj1341,Obj1355,obj1341-s-1,ppl:ditj,Isaiah Townsend,,sender,
obj1343,Obj1356,obj1343-s-1,ppl:edmblunt,M. Blunt,,sender,
obj1343,Obj1356,obj1343-r-1,ppl:rnk2,someone else,,recipient,unknown
obj1343,Obj1356,add1343-m-001,ppl:lmbarral,Barral,,,
obj1343,Obj1356,obj1343-m-a999,ppl:_gambart,Gambart,,,
obj1343,Obj1356,obj1343-m-58,ppl:lpuissant,Puissant,,,
obj1344,Obj1357,obj1344-s-1,ppl:ctjackson,Charles Jackson,,sender,
obj1344,Obj1357,obj1344-m-59,ppl:jadorr,J. A. Dorr of Boston,,intro,
obj1345,Obj1358,obj1345-s-1,ppl:jwjenks,Jos. William Jenks,,sender,
obj1345,Obj1358,obj1345-m-60,ppl:mrmixter,Mr Mixter,,,
obj1346,Obj1359,obj1346-s-1,ppl:lencassmcp,Lenard Cassel-McPhail,,sender,
obj1347,Obj1360,obj1347-s-1,ppl:jfcooper,"James Fenimore Cooper,",,sender,
obj1348,Obj1361,obj1348-s-1,ppl:acoventry,A. Coventry,,sender,
obj1348,Obj1361,obj1348-m-61,ppl:hepierrepont,Mr Evelyn Pierrepoint,,,
obj1349,Obj1362,obj1349-s-1,ppl:lencassmcp,Lenard Cassel-McPhail,,sender,
obj1350,Obj1363,obj1350-s-1,ppl:mfilleau,M. Filleau,,sender,
obj1351,Obj1364,obj1351-s-1,ppl:octaviadelany,"Octavia Mullanphy [later Delany],",,sender,
obj1352,Obj1365,obj1352-s-1,ppl:rhcabell,Robert H. Cabell,,sender,
obj1352,Obj1365,obj1352-m-62,ppl:rhascall,Dr Robert Hascall of Richmond,,intro bearer,
obj1352,Obj1365,obj1352-m-63,ppl:jawashington,Dr Washington,,,
obj1352,Obj1365,obj1352-m-64,ppl:jccabell,Mr Joseph Cabell,,,
obj1352,Obj1365,obj1352-m-65,ppl:henryclay,Mr H Clay,,,
obj1352,Obj1365,obj1352-m-66,ppl:mrsmays,Mrs Mays,,,
obj1352,Obj1365,obj1352-m-67,ppl:jmcabell,Mrs Cabell,,,
obj1353,Obj1366,obj1353-s-1,ppl:jhp,"John Howard Payne,",,sender,
obj1353,Obj1366,obj1353-m-68,ppl:jgappleton,Mr J. G. Appleton,,intro,
obj1353,Obj1366,obj1353-m-69,,Mr Harper,,intro,
obj1354,Obj1367,obj1354-s-1,ppl:lencassmcp,Lenard Cassel-McPhail,,sender,
obj1354,Obj1367,obj1354-on-13,org:org_098,Geography Society,,,
obj1355,Obj1368,obj1355-s-1,ppl:jffish,J. Francis Fisher,,sender,
obj1355,Obj1368,obj1355-m-70,ppl:wjlfisher,William James Logan Fisher,,intro,
obj1356,Obj1369,obj1356-s-1,ppl:rmpatterson,R. M Patterson,,sender,
obj1356,Obj1369,obj1356-m-71,ppl:bfpeale,Franklin Peale [Benjamin Franklin Peale],[Benjamin Franklin Peale],,
obj1357,Obj1370,obj1357-s-1,ppl:mpost,Menture Post,,sender,
obj1357,Obj1370,obj1357-m-72,ppl:mrdennison,Mr Dennison,,,
obj1357,Obj1370,obj1357-m-73,ppl:mrwurton,Mr Wurton,,,
obj1358,Obj1371,obj1358-s-1,ppl:djmccord,Col McCord,,sender,
obj1358,Obj1371,obj1358-m-74,ppl:tmlogan,Dr Logan,,bearer,
obj1358,Obj1371,obj1358-m-75,ppl:jcnott,Dr Nott,,bearer,
obj1358,Obj1371,obj1358-m-76,ppl:hjnott,[Henry Junis Nott],,,
obj1358,Obj1371,obj1358-m-77,ppl:ajackson,Gen Jackson [Andrew Jackson],[Andrew Jackson],,
obj1358,Obj1371,obj1358-m-78,ppl:wcr,Mr Rives,,,
obj1358,Obj1371,obj1358-m-79,ppl:tco,Dr Cooper [Thomas Cooper of Columbia SC],[Thomas Cooper of Columbia SC],,
obj1358,Obj1371,obj1358-m-80,ppl:mcbourbon,Duchesse De Berri,,,
obj1359,Obj1372,obj1359-s-1,ppl:_dumurton,Du Murton,,sender,
obj1360, Obj1373 ,obj1360-s-1,ppl:jocroghan,"Dr John Croghan,",,sender,
obj1360, Obj1373 ,obj1360-m-81,ppl:jjaudubon,Mr Audabon,,intro,
obj1361,Obj1374,obj1361-s-1,ppl:pdup,Peter Duponceau,,sender,
obj1361,Obj1374,obj1361-m-82,ppl:thamm,Dr Thomas Hamm,,intro,
obj1362,Obj1375,obj1362-s-1,ppl:epb,Madame Elizabeth Patterson [Bonaparte],,sender,
obj1363,Obj1376,obj1363-s-1,ppl:missgarnett,Miss Garnett,,sender,
obj1363,Obj1376,obj1363-m-83,ppl:lafayette,General Lafayette,,,
obj1364,Obj1377,obj1364-s-1,ppl:ctjackson,Charles Jackson,,sender,
obj1364,Obj1377,obj1364-m-84,ppl:nbrown,Mr N Brown,,intro,
obj1365,Obj1378,obj1365-s-1,ppl:ctjackson,Charles Jackson,,sender,
obj1365,Obj1378,obj1365-m-85,ppl:gfsimons,Mr G. F. Simons of Boston,,intro,
obj1365,Obj1378,obj1365-m-a999,ppl:dsear,Mr D. Sear,,,
obj1366,Obj1379,obj1366-s-1,ppl:jwjenks,"Jos. Wm. Jenks [Joseph William Jenks],",[Joseph William Jenks],sender,
obj1366,Obj1379,obj1366-m-86,ppl:mrstoddart,Mr Stoddart,,,
obj1366,Obj1379,obj1366-m-87,ppl:dunsbradford,Mr Bradford,,,
obj1366,Obj1379,obj1366-m-a999,ppl:twharris,Mr Harris,,,
obj1367,Obj1380,obj1367-s-1,ppl:thossedg,Thomas Sedgewick,,sender,
obj1368,Obj1381,obj1368-s-1,ppl:fbmarbois,"M de Marbuis,",,sender,
obj1369,Obj1382,obj1369-s-1,ppl:cpw,C. P. White [Campbell Patrick White],[Campbell Patrick White],sender,
obj1369,Obj1382,obj1369-m-88,ppl:wmacneven,Dr MacNeven,,,
obj1369,Obj1382,obj1369-m-89,ppl:wsampson,Mr Sampson,,,
obj1369,Obj1382,obj1369-m-90,ppl:jocham,Mr Chambers,,,
obj1369,Obj1382,obj1369-m-91,ppl:mrpreserver,Mr Preserver,,,
obj1370,Obj1383,obj1370-s-1,ppl:mmedegivre,Madame de Givre,,sender,
obj1371,Obj1384,obj1371-s-1,ppl:ctjackson,Charles Jackson,,sender,
obj1371,Obj1384,obj1371-m-92,ppl:mrchase,Mr [Chase],,intro,
obj1371,Obj1384,obj1371-m-93,ppl:mrschase,Mrs Chase,,,
obj1372,Obj1385,obj1372-s-1,ppl:tmlogan,"Dr Thomas M. Logan,",,sender,
obj1372,Obj1385,obj1372-m-94,ppl:mrbabcock,Mr Babcock,,,
obj1372,Obj1385,obj1372-m-95,ppl:_mill,Mill’s,,,
obj1372,Obj1385,obj1372-m-96,ppl:madpotet,Madame Potel,,,
obj1372,Obj1385,obj1372-m-97,ppl:jrpoinsett,[Joel] Poinsett,,,
obj1372,Obj1385,obj1372-m-98,ppl:mipringle,Mrs Pringle,,,
obj1373,Obj1386,obj1373-s-1,ppl:ffraley,F. Fraley,,sender,
obj1373,Obj1386,obj1373-on-14,org:org_110,Treasure Penn Library,,,
obj1374,Obj1387,obj1374-s-1,ppl:lafayette,LaFayette,,sender,
obj1374,Obj1387,obj1374-m-99,ppl:jasp,Mr Sparks,,,
obj1374,Obj1387,obj1374-m-100,ppl:jasp,Jared Sparks,,bearer,
obj1375,Obj1388,obj1375-s-1,ppl:dhos,Hosack,,sender,
obj1375,Obj1388,obj1375-m-101,ppl:dgardner,Daniel Gardner,,,
obj1376,Obj1388,obj1376-s-1,ppl:_macphail,MacPhail,,sender,
obj1377,Obj1389,obj1377-s-1,ppl:hslegare,Mr Legare,,sender,
obj1377,Obj1389,obj1377-m-102,ppl:drwcrawford,Crawford,,,
obj1377,Obj1389,obj1377-m-103,ppl:_wardman,Wardman,,,
obj1377,Obj1389,obj1377-m-104,ppl:_holt,Holt,,,
obj1378,Obj1390,obj1378-s-1,ppl:tmlogan,"Dr Logan,",,sender,
obj1379,Obj1391,obj1379-s-1,ppl:cpw,Campbell P. White,,sender,
obj1379,Obj1391,,,House of Representatives,,,
obj1379,Obj1391,obj1379-m-105,ppl:mrspastoret,Mrs Pastoret,,,
obj1380,Obj1392,obj1380-s-1,ppl:jccabell,Joseph C. Cabbell,,sender,
obj1380,Obj1392,obj1380-r-1,ppl:mmelejeune,madame Lejeune,,recipient,
obj1380,Obj1392,obj1380-m-106,ppl:jmmorris,Dr James M. Morris,,,
obj1380,Obj1392,obj1380-m-107,ppl:ccarter,Dr Charles Carter,,,
obj1380,Obj1392,obj1380-m-108,ppl:rpjcarter,Rebecca P. J. Carter,,,
obj1380,Obj1392,obj1380-m-109,ppl:jmmorris,Dr [James] Morris,,,
obj1381,Obj1393,obj1381-s-1,ppl:jccabell,Joseph C. Cabbell,,sender,
obj1381,Obj1393,obj1381-r-1,ppl:dbw,DBW,,recipient,
obj1382,Obj1394,obj1382-s-1,ppl:jav,"J. ventress,",,sender,
obj1382,Obj1394,obj1382-m-111,ppl:ajackson,President Jackson,,,
obj1382,Obj1394,obj1382-m-112,,Johnson,,,
obj1382,Obj1394,obj1382-m-113,ppl:gpoindexter,Poindexter,,,
obj1382,Obj1394,obj1382-m-114,ppl:judgeblack,Judge Black,,,
obj1382,Obj1394,obj1382-m-115,ppl:hencage,Judge Cage,,,
obj1382,Obj1394,obj1382-m-116,ppl:dcbrent,Mr Brent,,,
obj1382,Obj1394,obj1382-m-117,ppl:jwhitej,Mr White,,,
obj1383,Obj1395,obj1383-s-1,ppl:jav,J Ventress,,sender,
obj1383,Obj1395,obj1383-r-1,ppl:dbw,D.B Warden,,recipient,
obj1384,Obj1396,obj1384-s-1,ppl:mrbidd,"Mr Biddle,",,sender,
obj1384,Obj1396,obj1384-m-a999,ppl:mrhottinguer,Mr Hottinguer,,,
obj1385,Obj1397,obj1385-s-1,ppl:mrbidd,Mr Biddle,,sender,
obj1385,Obj1397,obj1385-m-118,,Mr Jones,,,
obj1385,Obj1397,obj1385-m-119,ppl:agnesbiddle,[Agnes Biddle],,,
obj1386,Obj1398,obj1386-s-1,ppl:hgarnett,H Garnett,,sender,
obj1386,Obj1398,obj1386-m-120,ppl:johnbanim,Mr Banim,,,
obj1388,Obj1399,obj1388-s-1,ppl:abridgen,"Anna Bridgen,",,sender,
obj1389,Obj1400,obj1389-s-1,ppl:tpbarton,"Thomas P. Barton,",,sender,
obj1390,Obj1401,obj1390-s-1,ppl:jccabell,Joseph C. Cabell,,sender,
obj1390,Obj1401,obj1390-m-121,ppl:lcabell,Dr Landon Cabell,,intro,
obj1391,Obj1402,obj1391-s-1,ppl:wmacneven,Dr MacNeven,,sender,
obj1391,Obj1402,obj1391-m-122,ppl:drcromwell,Dr Cromwell,,bearer,
obj1391,Obj1402,obj1391-m-123,ppl:agall,Mr Gallatin,,,
obj1391,Obj1402,obj1391-m-124,ppl:annelee,Mrs Lee,,,
obj1391,Obj1402,obj1391-m-125,ppl:mrsvanini,Mrs Vanini,,,
obj1392,Obj1403,obj1392-s-1,ppl:dgsb,Dr G. Bedford,,sender,
obj1392,Obj1403,obj1392-m-126,,Dr Jones,,intro,
obj1393,Obj1404,obj1393-s-1,ppl:thomallen,Thomas Allen,,sender,
obj1393,Obj1404,obj1393-m-127,ppl:jgadams,John G Adams MD,,intro,
obj1394,Obj1405,obj1394-s-1,ppl:theoallen,Theodore Allen,,sender,
obj1394,Obj1405,obj1394-m-128,ppl:cescoville,Charles Scoville,,,
obj1395,Obj1405,obj1395-s-1,ppl:jrpoinsett,J. R. Poinsett,,sender,
obj1395,Obj1405,obj1395-m-129,ppl:jgfwurdemann,Mr Wurdemann,,bearer,
obj1395,Obj1405,obj1395-on-16,org:org_011,American Philosophical Society,,,
obj1395,Obj1405,obj1395-m-130,ppl:edking,Lord Kingston,,,
obj1395,Obj1405,obj1395-m-131,ppl:mrlamb,Mr Lamb,,intro,
obj1396,Obj1406,obj1396-s-1,ppl:wmacneven,MacNeven,,sender,
obj1396,Obj1406,obj1396-m-132,ppl:geochilton,George Chilton,,,
obj1397,Obj1407,obj1397-s-1,ppl:jpeace,"Joseph Peace,",,sender,
obj1397,Obj1407,obj1397-m-133,ppl:epeace,Edward [Peace],,intro,
obj1398,Obj1408,obj1398-s-1,ppl:annbiddle,"Mrs Ann Biddle,",,sender,
obj1398,Obj1408,obj1398-m-134,ppl:jocham,Mr Chambers,,,
obj1398,Obj1408,obj1398-m-135,ppl:mrsjocham,Mrs Chambers,,,
obj1398,Obj1408,obj1398-m-136,ppl:octaviadelany,Octavia [Delany],,,
obj1398,Obj1408,obj1398-m-137,ppl:wjbiddle,W. J. Biddle,,,
obj1399,Obj1409,obj1399-s-1,org:org_032,"E. & G.W. Blunt,",,sender,
obj1399,Obj1409,obj1399-m-138,ppl:edmblunt,M Edmund Blunt,,,
obj1400,Obj1410,obj1400-s-1,ppl:theoallen,Theodore Allen,,sender,
obj1400,Obj1410,obj1400-m-139,ppl:wcbryant,William C Bryant,,intro,
obj1401,Obj1411,obj1401-s-1,ppl:wmacneven,Dr William Macneven,,sender,
obj1401,Obj1411,obj1401-m-140,ppl:annelee,Mrs Lee,,,
obj1401,Obj1411,obj1401-m-141,ppl:misswilkes,Miss Wilkes,,,
obj1401,Obj1411,obj1401-m-142,ppl:mpost,Dr Post,,intro,
obj1402,Obj1412,obj1402-s-1,ppl:kap,"Charles Sealsfield,",,sender,
obj1403,Obj1413,obj1403-s-1,ppl:wmacneven,Dr William Macneven,,sender,
obj1403,Obj1413,obj1403-m-143,ppl:jbolton,Jackson Bolton,,intro,
obj1404,Obj1414,obj1404-s-1,ppl:hslegare,Hugh Legare,,sender,
obj1404,Obj1414,obj1404-m-144,ppl:mrcoates,Mr Coates,,intro,
obj1405,Obj1415,obj1405-s-1,ppl:jgfwurdemann,"Dr F. Wurdemann,",,sender,
obj1405,Obj1415,obj1405-m-145,ppl:officerpettes,officer Pettes,,,
obj1405,Obj1415,obj1405-m-146,ppl:tmlogan,Dr Logan,,,
obj1405,Obj1415,obj1405-m-147,ppl:drgarland,Drs Garland,,,
obj1405,Obj1415,obj1405-m-148,ppl:_mame,Mame,,,
obj1405,Obj1415,obj1405-m-149,ppl:jcnott,Nott,,,
obj1406,Obj1416,obj1406-s-1,ppl:humatherton,"H. Atherton,",,sender,
obj1407,Obj1417,obj1407-s-1,ppl:fprobinson,Gen. F. P. Robinson,,sender,
obj1408,Obj1418,obj1408-s-1,ppl:cgstanley,"[Catherine Van Gassbeek Stanley],",,sender,
obj1409,Obj1419,obj1409-s-1,ppl:csrafinesque,"Rafinesque,",,sender,
obj1410,Obj1420,obj1410-s-1,ppl:henrylee,"Major Lee,",,sender,
obj1410,Obj1420,obj1410-m-150,ppl:mrscarnegie,Mrs Carnegie,,,
obj1410,Obj1420,obj1410-m-151,ppl:wcarnegie,Lord Northesk,,,
obj1410,Obj1420,obj1410-m-152,ppl:_netron,Netron,,,
obj1410,Obj1420,obj1410-m-153,ppl:collingwood,Col Lingwood,,,
obj1410,Obj1420,obj1410-m-154,ppl:brong,Mr Brogniart,,,
obj1411,Obj1421,obj1411-s-1,ppl:jeworcester,"J.E. Worcester,",,sender,
obj1411,Obj1421,obj1411-on-19,org:org_098,Geographical Society,,,
obj1411,Obj1421,obj1411-on-20,org:org_010,American Antiquarian Society,,,
obj1411,Obj1421,obj1411-m-155,ppl:henbowditch,Dr Bowditch,,,
obj1411,Obj1421,obj1411-on-21,org:org_098,Geographical Society,,,
obj1412,Obj1422,obj1412-s-1,ppl:fredbronson,"Dr Frederick Bronson,",,sender,
obj1412,Obj1422,obj1412-m-156,ppl:jlstephenson,John L. Stephenson,,intro,
obj1413,Obj1423,obj1413-s-1,ppl:jostorrey,J. Torrey,,sender,
obj1413,Obj1423,obj1413-m-157,ppl:cbrush,Charles Brush,,intro,
obj1414,Obj1424,obj1414-s-1,ppl:jawashington,Dr J. A. Washington,,sender,
obj1414,Obj1424,obj1414-m-158,ppl:cperkins,Dr Cyrus Perkins,,intro,
obj1414,Obj1424,obj1414-on-22,org:org_030,Dartmouth College,,,
obj1414,Obj1424,obj1414-m-159,ppl:mpost,Post,,,
obj1414,Obj1424,obj1414-m-160,ppl:jgadams,[John G.] Adams,,,
obj1414,Obj1424,obj1414-m-161,ppl:jmmorris,[James] Morris,,,
obj1415,Obj1425,obj1415-s-1,ppl:jgfwurdemann,"F. Wurdemann,",,sender,
obj1415,Obj1425,obj1415-m-162,ppl:henbarnard,Mr Henry Barnard,,intro,
obj1416,Obj1426,obj1416-s-1,ppl:henbarnard,Henry Barnard,,sender,
obj1416,Obj1426,obj1416-m-163,ppl:denolmsted,Prof Almsted of Yale,,,
obj1416,Obj1426,obj1416-pl-164,org:org_126,Yale,,,
obj1416,Obj1426,obj1416-m-164,ppl:pgldoulcet,Mr Pontecoulant,,,
obj1417,Obj1427,obj1417-s-1,ppl:tpbarton,Thomas Pennant Barton,,sender,
obj1417,Obj1427,obj1417-m-165,ppl:elivingston,Mr Livingston,,,
obj1418,Obj1428,obj1418-s-1,ppl:tpbarton,Thomas Pennant Barton,,sender,
obj1418,Obj1428,obj1418-m-166,ppl:elivingston,Mr Livingston,,,
obj1418,Obj1428,obj1418-m-167,ppl:mmclane,M McLane,,,
obj1418,Obj1428,obj1418-m-168,ppl:rgbeasley,Mr Beasley,,,
obj1419,Obj1429,obj1419-s-1,ppl:tpbarton,Pennant Barton [Thomas Pennant Barton],[Thomas Pennant Barton],sender,
obj1419,Obj1429,obj1419-m-169,ppl:bsbarton,[Benjamin Smith Barton],,,
obj1419,Obj1429,obj1419-m-170,ppl:pdup,Mr Duponceau,,,
obj1419,Obj1429,obj1419-m-171,ppl:pdup,Duponceau,,,
obj1420,Obj1430,obj1420-s-1,ppl:missbridgen,"Miss Bridgen,",,sender,
obj1422,Obj1431,obj1422-s-1,ppl:jawashington,J. A. Washington,,sender,
obj1422,Obj1431,obj1422-m-172,ppl:mrsimms,Mr Simms,,intro,
