div_id,old_id,name_n,name_ref,name,addname,role,type
obj1422,Obj1431,obj1422-on-24,org:org_085,Randolph-Macon College of Virginia,,,
obj1423,Obj1432,obj1423-s-1,ppl:jawashington,J. A. Washington,,sender,
obj1423,Obj1432,obj1423-m-173,ppl:drcarroll,Dr Carroll,,intro,
obj1424,Obj1433,obj1424-s-1,org:org_032,"E.& G. W Blunt,",,sender,
obj1424,Obj1433,obj1424-m-174,ppl:_rossier,Rossier,,,
obj1424,Obj1433,obj1424-m-175,ppl:captrockett,Captain Rockett,,,
obj1424,Obj1433,obj1424-m-176,ppl:edmblunt,Mr Edmund Blunt,,,
obj1426,Obj1435,obj1426-s-1,ppl:bwrichards,"B. W. Richards,",,sender,
obj1426,Obj1435,obj1426-m-177,ppl:mrob,Mr Moncure Robinson,,,
obj1426,Obj1435,obj1426-m-178,ppl:misstaylor,Miss Taylor of Virginia,,,
obj1427,Obj1436,obj1427-s-1,ppl:svrensselaer,"Gen. [Solomon] Van Rensselaer,",,sender,
obj1427,Obj1436,obj1427-m-179,ppl:vmott,"Dr Mott,",,bearer,
obj1427,Obj1436,obj1427-on-28,org:org_077,University of the State of New York,,,
obj1427,Obj1436,obj1427-m-180,ppl:dfcovroy,Don Francisco Covroy of Tobasco,,,
obj1427,Obj1436,obj1427-on-29,org:org_057,Lyceum of Natural History of New York,,,
obj1427,Obj1436,obj1427-m-181,ppl:dfcovroy,Mr Covroy,,,
obj1427,Obj1436,obj1427-on-30,org:org_098,Geo Soc of Paris,,,
obj1428,Obj1437,obj1428-s-1,ppl:wmacneven,Dr MacNeven,,sender,
obj1428,Obj1437,obj1428-m-182,ppl:vmott,Professor Mott,,intro,
obj1428,Obj1437,obj1428-m-a999,ppl:mrsvmott,Mrs M[ott],,,
obj1428,Obj1437,obj1428-m-183,ppl:annelee,Mrs Lee,,,
obj1428,Obj1437,obj1428-m-184,ppl:missaiken,Miss Aiken,,,
obj1428,Obj1437,obj1428-m-b999,ppl:janemmacneven,Mrs MacNeven,,,
obj1429,Obj1438,obj1429-s-1,ppl:rharton,Richard Harton,,sender,
obj1429,Obj1438,obj1429-m-185,ppl:wtanner,W Tanner,,,
obj1429,Obj1438,obj1429-on-31,org:org_082,Philomatique Society,,,
obj1429,Obj1438,obj1429-m-186,ppl:hmdblain,M. Blainville,,,
obj1429,Obj1438,obj1429-on-32,org:org_047,Jardin des Plants,,,
obj1430,Obj1439,obj1430-s-1,ppl:htanner,Henry Tanner,,sender,
obj1430,Obj1439,obj1430-m-187,ppl:wbaird,"Rev. W. Baird,",,intro,
obj1431,Obj1440,obj1431-s-1,ppl:dhos,Hosack,,sender,
obj1431,Obj1440,obj1431-m-188,ppl:vmott,Dr Mott,,intro,
obj1432,Obj1441,obj1432-s-1,ppl:jawashington,Dr J. A. Washington,,sender,
obj1432,Obj1441,obj1432-m-189,ppl:icmott,Dr Isaiah C. Mott,,intro,
obj1433,Obj1442,obj1433-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1434,Obj1443,obj1434-s-1,ppl:jawashington,Dr J. A. Washington,,sender,
obj1434,Obj1443,obj1434-m-190,ppl:mrstallmadge,Mrs Tallmadge,,intro,
obj1434,Obj1443,obj1434-m-191,ppl:drlouis,Monsieur le Docteur Louis,,,
obj1434,Obj1443,obj1434-m-192,ppl:mrsdegoudy,Mrs De Goudy,,,
obj1435,Obj1444,obj1435-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1436,Obj1445,obj1436-s-1,ppl:hvethake,"Henry Vethake,",,sender,
obj1436,Obj1445,obj1436-m-193,ppl:proffarnham,Professor Farnham,,intro,
obj1437,Obj1446,obj1437-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1438,Obj1447,obj1438-s-1,ppl:rmpatterson,R.M. Patterson,,sender,
obj1438,Obj1447,obj1438-on-33,org:org_117,University of Virginia,,,
obj1438,Obj1447,obj1438-m-194,ppl:proffarnham,Dr Farnham,,intro,
obj1438,Obj1447,obj1438-on-34,org:org_122,Washington College,,,
obj1439,Obj1447,obj1439-s-1,ppl:jmea,James Mease,,sender,
obj1439,Obj1447,obj1439-m-195,ppl:mrcaldcleugh,Mr Caldcleugh,,intro bearer,
obj1439,Obj1447,obj1439-on-35,org:org_098,Geographical Society,,,
obj1440,Obj1448,obj1440-s-1,ppl:gcv,G.C. Verplank,,sender,
obj1440,Obj1448,obj1440-m-196,ppl:ceanderson,Charles Anderson,,intro,
obj1441,Obj1449,obj1441-s-1,ppl:jkkane,John K. Kane,,sender,
obj1441,Obj1449,obj1441-on-36,org:org_011,American Philosophical Society,,,
obj1442,Obj1500,obj1442-s-1,ppl:ladugas,"Lt. Dugas,",,sender,
obj1442,Obj1500,obj1442-m-197,ppl:gmnewton,Dr George M. Newton,,intro,
obj1443,Obj1501,obj1443-s-1,org:org_032,E. & G. W. Blunt,,sender,uncertain
obj1444,Obj1502,obj1444-s-1,ppl:jbvshaick,J. Bleecker Van Shaick,,sender,
obj1444,Obj1502,obj1444-m-198,ppl:whillmer,W. Hillmer,,,
obj1445,Obj1503,obj1445-s-1,ppl:dunsbradford,"Dunscourt Bradford,",,sender,
obj1445,Obj1503,obj1445-m-199,ppl:hgdyar,Harrison G Dyar,,intro,
obj1446,Obj1503,obj1446-s-1,ppl:robbaird,Dr Robert Baird,,sender,
obj1447,Obj1505,obj1447-s-1,ppl:henrylee,Major Henry Lee IV,,sender,
obj1447,Obj1505,obj1447-m-200,ppl:baronlaincy,Baron Laincy,,,
obj1447,Obj1505,obj1447-m-201,ppl:josnbonap,Joseph Bonaparte,,,
obj1447,Obj1505,obj1447-m-202,ppl:jarmstrong,General Armstrong,,,
obj1447,Obj1505,obj1447-m-203,ppl:jbarlow,Joel Barlow,,,
obj1447,Obj1505,obj1447-m-204,ppl:wlee,William Lee,,,
obj1448,Obj1506,obj1448-s-1,ppl:jawashington,J. A. Washington,,sender,
obj1448,Obj1506,obj1448-m-205,ppl:jaswett,Dr Swett of NY,,intro,
obj1449,Obj1507,obj1449-s-1,ppl:mcohen,M. Cohen,,sender,
obj1450,Obj1508,obj1450-s-1,ppl:dhos,Dr Hosack,,sender,
obj1450,Obj1508,obj1450-m-206,ppl:jtallmadge,Judge Talmedge,,,
obj1451,Obj1509,obj1451-s-1,ppl:whkeating,W.H. Keating,,sender,
obj1451,Obj1509,obj1451-m-207,ppl:wwsmith,Mr William W. Smith,,intro,
obj1452,Obj1510,obj1452-s-1,ppl:jtducatel,Julius T. Ducatel,,sender,
obj1452,Obj1510,obj1452-m-208,ppl:wmpower,Dr Power,,intro,
obj1452,Obj1510,obj1452-m-209,ppl:mralexander,Mr Alexander,,,
obj1453,Obj1511,obj1453-s-1,ppl:rharlan,Dr Harlan,,sender,
obj1453,Obj1511,obj1453-m-210,ppl:hseybert,Seybert,,,
obj1453,Obj1511,obj1453-m-211,ppl:mrpeterville,Mr Peterville,,,
obj1453,Obj1511,obj1453-on-37,org:org_005,Royal Academy of Medicine,,,
obj1454,Obj1512,obj1454-s-1,ppl:gfrick,"George Frick,",,sender,
obj1454,Obj1512,obj1454-m-212,ppl:wmpower,Dr Power,,intro,
obj1455,Obj1513,obj1455-s-1,ppl:mrob,Moncure Robinson,,sender,
obj1455,Obj1513,obj1455-m-213,ppl:gmnewton,Dr Newton,,intro,
obj1455,Obj1513,obj1455-m-214,ppl:nbtucker,Dr Tucker,,,
obj1456,Obj1514,obj1456-s-1,ppl:dcfb,Charles F. Beck,,sender,
obj1456,Obj1514,obj1456-m-215,ppl:dcharvey,Daniel Carroll Harvey,,intro,
obj1457,Obj1515,obj1457-s-1,ppl:dswilson,D. S. Wilson,,sender,
obj1457,Obj1515,obj1457-m-216,ppl:wmpower,Doctor William Power,,intro,
obj1458,Obj1516,obj1458-s-1,ppl:cgchilds,C. G. Childs,,sender,
obj1458,Obj1516,obj1458-m-217,ppl:wvaughan,W Vaughan,,bearer,
obj1458,Obj1516,obj1458-m-218,ppl:calcope,Caleb Cope Esq,,intro,
obj1459,Obj1517,obj1459-s-1,ppl:amo,"Anthony Morris,",,sender,
obj1459,Obj1517,obj1459-m-219,ppl:egreb,Mr Edward Grebb,,intro,
obj1460,Obj1518,obj1460-s-1,ppl:tgc,Thomas G Clemson,,sender,
obj1460,Obj1518,obj1460-m-220,ppl:egreb,Mr Edouard Greb,,intro,
obj1461,Obj1519,obj1461-s-1,ppl:cwpennock,"Dr C. Wistar Pennock,",,sender,
obj1461,Obj1519,obj1461-m-221,ppl:jgmorris,Jacob G Morris,,,
obj1461,Obj1519,obj1461-m-222,ppl:smorris,Captain Samuel Morris,,,
obj1462,Obj1520,obj1462-s-1,ppl:robbaird,"Robert Baird,",,sender,
obj1463,Obj1521,obj1463-s-1,ppl:jwfran,Dr J W Francis,,sender,
obj1463,Obj1521,obj1463-m-223,ppl:ohoffman,Hon Ogden Hoffman,,intro,
obj1463,Obj1521,obj1463-on-38,org:org_046,the Institute,,,
obj1464,Obj1522,obj1464-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1465,Obj1523,obj1465-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1465,Obj1523,obj1465-on-39,org:org_046,the Institute,,,
obj1466,Obj1524,obj1466-s-1,ppl:jlcabell,J.L Cabell,,sender,
obj1466,Obj1524,obj1466-m-224,ppl:mrob,M. M. Robinson,,intro,
obj1467,Obj1525,obj1467-s-1,ppl:jwilks,"John Wilks,",,sender,
obj1468,Obj1526,obj1468-s-1,ppl:jwilks,John Wilks,,sender,
obj1469,Obj1527,obj1469-s-1,ppl:jwfran,Dr J. W. Francis,,sender,
obj1469,Obj1527,obj1469-m-225,ppl:gsbettner,Dr Bettner [George Shonnard Bettner],[George Shonnard Bettner],intro,
obj1470,Obj1528,obj1470-s-1,ppl:jawashington,J. A Washington,,sender,
obj1470,Obj1528,obj1470-m-226,ppl:gsbettner,Dr Bettner [George Shonnard Bettner],[George Shonnard Bettner],bearer,
obj1471,Obj1529,obj1471-s-1,ppl:wpjohnson,"W. Poyntell Johnston,",,sender,
obj1471,Obj1529,obj1471-m-227,ppl:wrobinson,William Robinson of Richmond,,intro,
obj1472,Obj1530,obj1472-s-1,ppl:mrob,Moncure Robinson,,sender,
obj1472,Obj1530,obj1472-m-228,ppl:moorerobinson,M Robinson,,intro,
obj1473,Obj1531,obj1473-s-1,ppl:tgc,Thomas G Clemson,,sender,
obj1473,Obj1531,obj1473-m-229,ppl:mrmure,"Mr Mure,",,intro,
obj1473,Obj1531,obj1473-on-40,org:org_115,University of Pensa,,,
obj1474,Obj1532,obj1474-s-1,ppl:calcope,Caleb Cope,,sender,
obj1475,Obj1533,obj1475-s-1,ppl:dhos,Dr Hosack,,sender,
obj1475,Obj1533,obj1475-m-230,ppl:mjonesscherrerhorne,M Jones Scherrerhorne,,intro,
obj1475,Obj1533,obj1475-m-231,ppl:mrsscherrerhorne,his lady… Scherroerhome,,intro,
obj1475,Obj1533,obj1475-m-232,ppl:phone,Mr Philip Hone,,,
obj1476,Obj1534,obj1476-s-1,ppl:humboldt,Humboldt,,sender,
obj1476,Obj1534,obj1476-m-233,ppl:farago,Mr Arago,,,
obj1477,Obj1535,obj1477-s-1,ppl:humboldt,Humboldt,,sender,
obj1478,Obj1536,obj1478-s-1,ppl:gti,George Ticknor,,sender,
obj1478,Obj1536,obj1478-m-234,ppl:henbowditch,Dr Henry Bowditch [Henry Ingersoll Bowditch],[Henry Ingersoll Bowditch],,
obj1478,Obj1536,obj1478-m-235,ppl:nbow,[Dr Nathaniel Bowditch],,,
obj1478,Obj1536,obj1478-m-236,ppl:humboldt,Baron A de Humboldt,,,
obj1478,Obj1536,obj1478-on-41,org:org_043,Hottinguer & co. Paris,,,
obj1479,Obj1537,obj1479-s-1,ppl:dcbrent,"Daniel Brent,",,sender,
obj1479,Obj1537,obj1479-m-237,ppl:wfisk,"Rev D Fisk,",,intro,
obj1479,Obj1537,obj1479-on-42,org:org_124,Wesleyan University of Connecticut,,,
obj1480,Obj1538,obj1480-s-1,ppl:jasp,"Jared Sparks,",,sender,
obj1480,Obj1538,obj1480-m-238,ppl:drgoodwin,Mr D. R. Goodwin,,intro,
obj1481,Obj1539,obj1481-s-1,ppl:pdup,P.S. Deponceau,,sender,
obj1481,Obj1539,obj1481-m-239,ppl:nhjulius,"Dr Julius of Berlin,",,intro,
obj1482,Obj1540,obj1482-s-1,ppl:jcohen,J. Cohen,,sender,
obj1483,Obj1541,obj1483-s-1,ppl:tpower,Tom Power [Dr Thomas Power],[Dr Thomas Power],sender,
obj1483,Obj1541,obj1483-m-a999,ppl:calcope,Mr Cope,,,
obj1484,Obj1542,obj1484-s-1,ppl:wcp,"W. C. Preston,",,sender,
obj1484,Obj1542,,,Senate Chamber,,,
obj1484,Obj1542,obj1484-m-240,ppl:drcross,Dr Cross,,,
obj1485,Obj1543,obj1485-s-1,ppl:wcp,William C. Preston,,sender,
obj1485,Obj1543,obj1485-m-241,ppl:drfearer,Dr Fearer,,intro,
obj1486,Obj1544,obj1486-s-1,ppl:edwhar,Edward Whar,,sender,
obj1488,Obj1545,obj1488-s-1,ppl:farago,Arago,,sender,
obj1488,Obj1545,obj1488-on-44,org:org_046,Institute de France,,,
obj1489,Obj1546,obj1489-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1490,Obj1547,obj1490-s-1,ppl:chking,Charles King,,sender,
obj1490,Obj1547,obj1490-m-242,ppl:nhjulius,Dr Julius of Berlin,,intro,
obj1491,Obj1548,obj1491-s-1,ppl:jwfran,J W Francis,,sender,
obj1491,Obj1548,obj1491-m-243,ppl:nhjulius,Mr Julius,,bearer,
obj1492,Obj1549,obj1492-s-1,ppl:jhp,John Howard Payne,,sender,
obj1492,Obj1549,obj1492-m-244,ppl:drakerly,Dr Akerly,,,
obj1492,Obj1549,obj1492-m-245,ppl:drcurry,Dr Curry of Tobasco,,,
obj1492,Obj1549,obj1492-m-246,ppl:lordkingsbury,Lord Kingsbury,,,
obj1492,Obj1549,obj1492-m-247,ppl:hthorn,Col. Herman Thorn,,,
obj1492,Obj1549,obj1492-m-248,ppl:ttpayne,Thatcher T. Payne,,,
obj1493,Obj1550,obj1493-s-1,ppl:ctjackson,Charles T. Jackson,,sender,
obj1493,Obj1550,obj1493-m-249,ppl:mrsalisbury,Mr Salisbury,,intro,
obj1494,Obj1551,obj1494-s-1,ppl:efjomard,Jomard,,sender,
obj1494,Obj1551,obj1494-m-250,ppl:mrob,Mr Robinson,,,
obj1495,Obj1551,obj1495-s-1,ppl:nbidd,Nicholas Biddle,,sender,
obj1496,Obj1551,obj1496-s-1,ppl:henrylee,Major Lee,,sender,
obj1497,Obj1552,obj1497-s-1,ppl:jjlwhittemore,J. J. Lloyd Whittemore,,sender,
obj1497,Obj1552,obj1497-on-45,org:org_040,Harvard University,,,
obj1497,Obj1552,obj1497-m-251,ppl:cbolton,Mr Bolton,,,
obj1497,Obj1552,obj1497-on-46,org:org_077,New York University,,,
obj1498,Obj1553,obj1498-s-1,ppl:jrpoinsett,Joel Poinsett,,sender,
obj1498,Obj1553,obj1498-m-252,ppl:mrlewis,Mr Lewis,,intro,
obj1499,Obj1554,obj1499-s-1,ppl:farago,"Francois Arago,",,sender,
obj1499,Obj1554,obj1499-on-47,org:org_046,Institute de France,,,
obj1500,Obj1555,obj1500-s-1,ppl:jvau,"John Vaughan,",,sender,
obj1500,Obj1555,obj1500-m-253,ppl:fhall,Professor Frederick Hall,,intro bearer,
obj1500,Obj1555,obj1500-m-254,ppl:hseybert,Seybert,,,
obj1501,Obj1555,obj1501-s-1,ppl:cst,Colonel Sylvanus Thayer,,sender,
obj1501,Obj1555,obj1501-m-255,ppl:gcshattuck,Dr Shattuck [George Cheyne Shattuck Jr],[George Cheyne Shattuck Jr],intro,
obj1501,Obj1555,obj1501-on-49,org:org_005,School of Medicine at Paris,,,
obj1502,Obj1555,obj1502-s-1,ppl:gparkman,George Parkman,,sender,
obj1502,Obj1555,obj1502-m-256,ppl:cst,Col Thaer,,,
obj1502,Obj1555,obj1502-m-257,ppl:gcshattuck,Dr Shattack Jr [George Cheyne Shattuck Jr],[George Cheyne Shattuck Jr],intro,
obj1503,Obj1556,obj1503-s-1,ppl:cjjackson,Charles J Jackson,,sender,
obj1503,Obj1556,obj1503-m-258,ppl:gcshattuck,George C Shattack [George Cheyne Shattuck Jr],[George Cheyne Shattuck Jr],intro,
obj1504,Obj1557,obj1504-s-1,ppl:willjackson,William Jackson,,sender,
obj1504,Obj1557,obj1504-m-259,ppl:mrlloyd,Mr Lloyd,,intro bearer,
obj1505,Obj1558,obj1505-s-1,ppl:jhos,Hosack,,sender,
obj1505,Obj1558,obj1505-m-260,ppl:drgibson,Dr Gibson,,intro,
obj1506,Obj1559,obj1506-s-1,ppl:cwpennock,Dr C. W[istar] Pennock,,sender,
obj1506,Obj1559,obj1506-m-261,ppl:drgibson,Dr Gibson,,intro,
obj1507,Obj1560,obj1507-s-1,ppl:cwpennock,Dr C. W[istar] Pennock,,sender,
obj1507,Obj1560,obj1507-m-262,ppl:drevans,Dr Evans,,intro,
obj1508,Obj1561,obj1508-s-1,ppl:avivien,Alexandre Vivien,,sender,
obj1509,Obj1562,obj1509-s-1,ppl:cwpennock,Dr C. W[istar] Pennock,,sender,
obj1509,Obj1562,obj1509-m-263,ppl:drbarclay,Dr Barclay,,,
obj1510,Obj1563,obj1510-s-1,ppl:jgfwurdemann,"Dr Wurdemann,",,sender,
obj1510,Obj1563,obj1510-m-264,ppl:drnoth,Dr Noth,,,
obj1510,Obj1563,obj1510-m-265,ppl:jpchazal,Dr Chazal,,,
obj1510,Obj1563,obj1510-m-266,ppl:esbodin,Mr Soulange Bodin,,,
obj1510,Obj1563,obj1510-m-267,ppl:jrpoinsett,Mr Poinsett,,,
obj1511,Obj1564,obj1511-s-1,ppl:jgfwurdemann,"Dr Wurdemann,",,sender,
obj1511,Obj1564,obj1511-m-268,ppl:ppbonneau,Dr Peter Porcher,,intro,
obj1512,Obj1565,obj1512-s-1,ppl:jrfenwick,"John Fenwick [Colonel John R. Fenwick],",[Colonel John R. Fenwick],sender,
obj1512,Obj1565,obj1512-m-269,ppl:wjackson,W Jackson,,intro,
obj1512,Obj1565,obj1512-m-270,ppl:bsbernard,General Bernard,,,
obj1513,Obj1566,obj1513-s-1,ppl:jgfwurdemann,"Dr Wurdemann,",,sender,
obj1513,Obj1566,obj1513-m-271,ppl:jpchazal,Dr John Chazal,,intro bearer,
obj1513,Obj1566,obj1513-m-272,ppl:jrpoinsett,Mr Poinsett,,,
obj1513,Obj1566,obj1513-on-51,org:org_047,Jardin des Plantes,,,
obj1514,Obj1567,obj1514-s-1,ppl:ehwillard,"Emma Willard,",,sender,
obj1514,Obj1567,obj1514-m-273,ppl:thoshun,Dr Hun,,bearer,
obj1514,Obj1567,obj1514-m-274,ppl:mrsdupre,Mrs Du Pre,,bearer,
obj1514,Obj1567,obj1514-m-275,ppl:hmsdewar,Mrs Dewar,,,
obj1514,Obj1567,obj1514-m-276,ppl:hadewar,Miss D[ewar],,,
obj1515,Obj1568,obj1515-s-1,ppl:jbu,Jesse Buel,,sender,
obj1515,Obj1568,obj1515-on-52,org:org_099,Society of Universal Statistics,,,
obj1516,Obj1569,obj1516-s-1,ppl:dunsbradford,Dunscourt Bradford,,sender,
obj1516,Obj1569,obj1516-on-53,org:org_046,Institute of France,,,
obj1517,Obj1570,obj1517-s-1,ppl:octaviadelany,"Octavia Delany,",,sender,
obj1517,Obj1570,obj1517-m-277,ppl:annbiddle,Mrs [Ann] Biddle,,,
obj1517,Obj1570,obj1517-m-278,ppl:_martin,Martin,,,
obj1517,Obj1570,obj1517-m-279,ppl:missbrongnier,Miss Brongier,,,
obj1517,Obj1570,obj1517-m-280,ppl:drvrather,Dr Vrather,,,
obj1517,Obj1570,obj1517-m-281,ppl:dendelany,"Doctor Delany,",,,
obj1519,Obj1572,obj1519-s-1,ppl:hgbrown,Horace G. Brown,,sender,
obj1519,Obj1572,obj1519-m-282,ppl:pabrown,P. A Brown,,,
obj1520,Obj1573,obj1520-s-1,ppl:jwfran,John W. Francis,,sender,
obj1520,Obj1573,obj1520-m-283,ppl:phone,Mr Hone,,intro,
obj1521,Obj1574,obj1521-s-1,ppl:hbinney,Horace Binney,,sender,
obj1522,Obj1575,obj1522-s-1,ppl:hgbrown,Horace G. Browne,,sender,
obj1522,Obj1575,obj1522-m-284,ppl:mrsbrowne,Mrs Browne,,,
obj1523,Obj1576,obj1523-s-1,ppl:tgc,Thomas G. Clemson,,sender,
obj1523,Obj1576,obj1523-m-285,ppl:chacramer,Mr Charles Cramer,,intro,
obj1524,Obj1577,obj1524-s-1,ppl:henrylee,Major Henry Lee IV,,sender,
obj1524,Obj1577,obj1524-m-286,ppl:mrsirtr,Mr. Sirtr[?],,,
obj1524,Obj1577,obj1524-m-287,ppl:_beaufacre,Beaufacre,,,
obj1524,Obj1577,obj1524-m-288,ppl:evchilde,Mr [Childe],,,
obj1524,Obj1577,obj1524-m-289,ppl:cmchilde,Mrs Childe,,,
obj1525,Obj1578,obj1525-s-1,ppl:cwpennock,Dr C. Wistan Pennock,,sender,
obj1525,Obj1578,obj1525-m-290,ppl:drstille,Doctor Stille,,intro bearer,
obj1526,Obj1579,obj1526-s-1,ppl:cwpennock,Dr C. wistan Pennock,,sender,
obj1526,Obj1579,obj1526-m-291,ppl:jfhulme,Dr J. Franklin Hulme,,,
obj1526,Obj1579,obj1526-on-54,org:org_115,University of Pennsylvania,,,
obj1527,Obj1580,obj1527-s-1,ppl:rmpatterson,R.M. Patterson,,sender,
obj1527,Obj1580,obj1527-m-292,ppl:adbache,A. Dallas Bache,,intro,
obj1527,Obj1580,obj1527-on-55,org:org_038,Girard College,,,
obj1527,Obj1580,obj1527-on-56,org:org_046,the Institute,,,
obj1528,Obj1581,obj1528-s-1,ppl:ditj,Isaiah Townsend,,sender,
obj1528,Obj1581,obj1528-m-293,ppl:mrhowland,Mr Howland,,,
obj1528,Obj1581,obj1528-m-294,ppl:wnavarrete,Navavrete,,,
obj1528,Obj1581,obj1528-m-295,ppl:jbmunoz,Bautista Munoz,,,
obj1528,Obj1581,obj1528-m-296,ppl:aesabio,Alonzo el Sabio,,,
obj1528,Obj1581,obj1528-m-297,ppl:hfurnaux,Henri Fernaux,,,
obj1528,Obj1581,obj1528-m-a999,ppl:_carlos,Carlos,,,
obj1528,Obj1581,obj1528-m-b999,ppl:_gomez,Gomez,,,
obj1528,Obj1581,obj1528-m-c999,ppl:_cabera,Cabera,,,
obj1528,Obj1581,obj1528-m-d999,ppl:_quilez,Quilez,,,
obj1528,Obj1581,obj1528-m-e999,ppl:_mendizabal,Mendizabal,,,
obj1528,Obj1581,obj1528-m-298,ppl:thoshun,Dr Hun,,,
obj1528,Obj1581,obj1528-m-299,ppl:vwwelles,VW Welles,,,
obj1528,Obj1581,obj1528-m-300,ppl:_monnier,Monnier,,,
obj1528,Obj1581,obj1528-m-301,ppl:mrvanhess,Mr Van Hess,,,
obj1528,Obj1581,obj1528-on-57,org:org_006,the Academy Library,,,
obj1528,Obj1581,obj1528-m-302,ppl:amdj,Moreau de John,,,
obj1528,Obj1581,obj1528-m-303,ppl:fmignet,Mignet’s,,,
obj1528,Obj1581,obj1528-m-304,ppl:_godoy,Godoy’s,,,
obj1528,Obj1581,obj1528-m-305,ppl:mrvillien,Mr Villien’s,,bearer,
obj1529,Obj1582,obj1529-s-1,ppl:whkeating,W. H. Keating,,sender,
obj1529,Obj1582,obj1529-m-306,ppl:jcmitchell,Mr John C Mitchell,,intro,
obj1530,Obj1583,obj1530-s-1,ppl:jgfwurdemann,F. Wurdemann,,sender,
obj1530,Obj1583,obj1530-m-307,ppl:nherbemont,Mr N Herbemont,,,
obj1530,Obj1583,obj1530-m-308,ppl:wfdessaussure,Mr William F Dessaussure,,,
obj1530,Obj1583,obj1530-m-309,ppl:mrgeiger,Mr Geiger,,,
obj1530,Obj1583,obj1530-m-310,ppl:efleitner,Dr Leitner,,,
obj1530,Obj1583,obj1530-m-311,ppl:jrpoinsett,Joel Poinsett,,,
obj1530,Obj1583,obj1530-on-58,org:org_083,Philosophical and Literary Soc of Charleston,,,
obj1530,Obj1583,obj1530-m-312,ppl:_pinckney,Pinckney,,,
obj1530,Obj1583,obj1530-m-313,ppl:jrpoinsett,Mr Poinsett,,,
obj1531,Obj1584,obj1531-s-1,ppl:_moulin,[Moulin],,sender,
obj1531,Obj1584,obj1531-on-59,org:org_016,Bibliotheque de l’Institut royal de France,,,
obj1532,Obj1585,obj1532-s-1,ppl:jbu,Jesse Buel,,sender,
obj1532,Obj1585,obj1532-m-315,ppl:celendley,Charles E Lendley,,intro,
obj1533,Obj1586,obj1533-s-1,ppl:jccabell,Joseph C. Cabell,,sender,
obj1534,Obj1587,obj1534-s-1,ppl:jccabell,Joseph C. Cabell,,sender,
obj1534,Obj1587,obj1534-m-316,ppl:jlcabell,James L. Cabell,,intro,
obj1534,Obj1587,obj1534-on-60,org:org_117,University of VA,,,
obj1534,Obj1587,obj1534-m-317,ppl:hgreg,Mr [Gregoire],,,
obj1534,Obj1587,obj1534-m-318,ppl:mmegregoire,Madame Gregoire,,,
obj1535,Obj1588,obj1535-s-1,ppl:dunsbradford,Dunscourt Bradford,,sender,
obj1535,Obj1588,obj1535-m-319,ppl:bhasgills,Benjamin Hasgills,,,
obj1536,Obj1589,obj1536-s-1,ppl:jgfwurdemann,F Wurdemann,,sender,
obj1536,Obj1589,obj1536-m-320,ppl:mrsadger,Mrs Adger,,,
obj1536,Obj1589,obj1536-m-321,ppl:gan,Professor Andral,,,
obj1538,Obj1590,obj1538-s-1,ppl:jgadams,"Dr J. Adams,",,sender,
obj1538,Obj1590,obj1538-m-322,ppl:jocham,Chambers,,,
obj1538,Obj1590,obj1538-m-323,ppl:wsampson,Mr William Sampson,,,
obj1538,Obj1590,obj1538-m-324,ppl:wmacneven,Dr MacNeven,,,
obj1538,Obj1590,obj1538-m-325,ppl:jaswett,Dr Swett,,,
obj1538,Obj1590,obj1538-m-326,ppl:drking,Dr King,,,
obj1538,Obj1590,obj1538-m-327,ppl:mpost,Dr Post,,,
obj1538,Obj1590,obj1538-m-328,ppl:jawashington,Dr Washington,,,
obj1538,Obj1590,obj1538-m-329,ppl:samward,Mr Ward,,,
obj1538,Obj1590,obj1538-m-a999,ppl:jwfran,Dr Francis,,,
obj1538,Obj1590,obj1538-on-61,org:org_057,New York Lyceum,,,
obj1538,Obj1590,obj1538-m-330,ppl:dhos,Dr Hosack,,,
obj1538,Obj1590,obj1538-on-62,org:org_075,New York Medical society,,,
obj1538,Obj1590,obj1538-m-331,ppl:mrbenton,Mr Benton,,,
obj1538,Obj1590,obj1538-m-b999,ppl:nweb,Mr Webster,,,
obj1539,Obj1591,obj1539-s-1,ppl:rwj,Robert Walsh,,sender,
obj1539,Obj1591,obj1539-on-63,org:org_081,Philadelphia Library Company,,,
obj1539,Obj1591,obj1539-m-332,ppl:pdup,M. Duponceau,,,
obj1539,Obj1591,obj1539-m-333,ppl:rlroche,Dr La Roche,,,
obj1540,Obj1592,obj1540-s-1,ppl:jgadams,"Dr J.G. Adams,",,sender,
obj1540,Obj1592,obj1540-m-335,ppl:jocham,Chambers,,,
obj1540,Obj1592,obj1540-m-334,ppl:profbenwick,Professor Benwick of Columbia college,,,
obj1540,Obj1592,obj1540-on-64,org:org_026,Columbia college,,,
obj1541,Obj1593,obj1541-s-1,ppl:jawashington,Dr Washington,,sender,
obj1541,Obj1593,obj1541-m-336,ppl:skiddy,Captain Skiddy,,bearer,
obj1541,Obj1593,obj1541-m-337,ppl:drackerly,Dr Ackerly,,,
obj1541,Obj1593,obj1541-m-338,ppl:jarmstrong,General Armstrong,,,
