name_d_id,short_name
ppl:mrlamb,mrlamb
ppl:mrlarrey,mrlarrey
ppl:mrlarue,mrlarue
ppl:mrleiber,mrleiber
ppl:mrleroy,mrleroy
ppl:mrletton,mrletton
ppl:mrlewis,mrlewis
ppl:mrlhorente,mrlhorente
ppl:mrlloyd,mrlloyd
ppl:mrluke,mrluke
ppl:mrlyman,mrlyman
ppl:mrmacdermot,mrmacdermot
ppl:mrmaclure,mrmaclure
ppl:mrmason,mrmason
ppl:mrmathias,mrmathias
ppl:mrmay,mrmay
ppl:mrmcbear,mrmcbear
ppl:mrmccay,mrmccay
ppl:mrmcelkiney,mrmcelkiney
ppl:mrmcilvaine,mrmcilvaine
ppl:mrmigneret,mrmigneret
ppl:mrmirabel,mrmirabel
ppl:mrmixter,mrmixter
ppl:mrmosher,mrmosher
ppl:mrmure,mrmure
ppl:mrmutter,mrmutter
ppl:mrmyres,mrmyres
ppl:mrnicholson,mrnicholson
ppl:mrnooth,mrnooth
ppl:mrnowell,mrnowell
ppl:mrob,mrob
ppl:mroflaherty,mroflaherty
ppl:mroliver,mroliver
ppl:mrossange,mrossange
ppl:mrpachard,mrpachard
ppl:mrparks,mrparks
ppl:mrpasclet,mrpasclet
ppl:mrperpigna,mrperpigna
ppl:mrpeterville,mrpeterville
ppl:mrpichens,mrpichens
ppl:mrpicquet,mrpicquet
ppl:mrpillard,mrpillard
ppl:mrpohert,mrpohert
ppl:mrpoletica,mrpoletica
ppl:mrpreserver,mrpreserver
ppl:mrrandall,mrrandall
ppl:mrrush,mrrush
ppl:mrsadger,mrsadger
ppl:mrsalisbury,mrsalisbury
ppl:mrsamcmahon,mrsamcmahon
ppl:mrsansaud,mrsansaud
ppl:mrsavage,mrsavage
ppl:mrsblawrence,mrsblawrence
ppl:mrsbomford,mrsbomford
ppl:mrsbrowne,mrsbrowne
ppl:mrscarnegie,mrscarnegie
ppl:mrschase,mrschase
ppl:mrschiffer,mrschiffer
ppl:mrsdegoudy,mrsdegoudy
ppl:mrsdent,mrsdent
ppl:mrsdouglas,mrsdouglas
ppl:mrsdupre,mrsdupre
ppl:mrseafferton,mrseafferton
ppl:mrsears,mrsears
ppl:mrsejourney,mrsejourney
ppl:mrsepres,mrsepres
ppl:mrsfhall,mrsfhall
ppl:mrsfmignet,mrsfmignet
ppl:mrsgmason,mrsgmason
ppl:mrshedelteon,mrshedelteon
ppl:mrsherony,mrsherony
ppl:mrshumatherton,mrshumatherton
ppl:mrsiegmer,mrsiegmer
ppl:mrsimms,mrsimms
ppl:mrsirtr,mrsirtr
ppl:mrsjocham,mrsjocham
ppl:mrsjones,mrsjones
ppl:mrskipworth,mrskipworth
ppl:mrsmacso,mrsmacso
ppl:mrsmallot,mrsmallot
ppl:mrsmason,mrsmason
ppl:mrsmays,mrsmays
ppl:mrsmaywood,mrsmaywood
ppl:mrsmcconver,mrsmcconver
ppl:mrsmeads,mrsmeads
ppl:mrsmiske,mrsmiske
ppl:mrsmoth,mrsmoth
ppl:mrsparks,mrsparks
ppl:mrspastoret,mrspastoret
ppl:mrspichon,mrspichon
ppl:mrspooner,mrspooner
ppl:mrsrmacdonnell,mrsrmacdonnell
ppl:mrsrobiquet,mrsrobiquet
ppl:mrsrwalshj,mrsrwalshj
ppl:mrsscherrerhorne,mrsscherrerhorne
ppl:mrssears,mrssears
ppl:mrstallmadge,mrstallmadge
ppl:mrstenley,mrstenley
ppl:mrstoddart,mrstoddart
ppl:mrstrandolph,mrstrandolph
ppl:mrstretch,mrstretch
ppl:mrsttrarse,mrsttrarse
ppl:mrsvanini,mrsvanini
ppl:mrsvmott,mrsvmott
ppl:mrswhitehead,mrswhitehead
ppl:mrswilliams,mrswilliams
ppl:mrswjackson,mrswjackson
ppl:mrterril,mrterril
ppl:mrthelwall,mrthelwall
ppl:mrtyker,mrtyker
ppl:mrvandriesse,mrvandriesse
ppl:mrvanhess,mrvanhess
ppl:mrvaraignen,mrvaraignen
ppl:mrvillien,mrvillien
ppl:mrwalin,mrwalin
ppl:mrwaren,mrwaren
ppl:mrwilliams,mrwilliams
ppl:mrwormerley,mrwormerley
ppl:mrwurton,mrwurton
ppl:mseguier,mseguier
ppl:msta,mstarke
ppl:mstorrow,mstorrow
ppl:mtone,mtone
ppl:mvb,mvburen
ppl:mvillenair,mvillenair
ppl:mvnapier,mvnapier
ppl:mvndv,mmevillette
ppl:napbonap,napbonaparte
ppl:nbidd,nbiddle
ppl:nbow,nbowditch
ppl:nbre,nbremontier
ppl:nbrown,nbrown
ppl:nbtucker,nbtucker
ppl:ncar,ncarlisle
ppl:ncjackson,ncjackson
ppl:ndenver,ndenver
ppl:nearnolt,nearnolt
ppl:_netron,netron
ppl:nhc,nhcarter
ppl:nherbemont,nherbemont
ppl:nhjulius,nhjulius
ppl:nlemore,nlemore
ppl:nlrogers,nlrogers
ppl:nnj,nnilesjr
ppl:nnoint,nnoint
ppl:_noyet,noyet
ppl:nweb,nwebster
ppl:oclarke,oclarke
ppl:octaviadelany,octaviadelany
ppl:officerpettes,officerpettes
ppl:ohoffman,ohoffman
ppl:orich,orich
ppl:pabrown,pabrown
ppl:padfortia,padefortia
ppl:pbaubieur,pbaubieur
ppl:pberthier,pberthier
ppl:pbonap,pbonaparte
ppl:pclbreton,pclbreton
ppl:pcorran,pcorran
ppl:pdboisjostin,pdboisjostin
ppl:pdup,psdeponceau
ppl:pgambler,pgambler
ppl:pgldoulcet,pgledoulcet
ppl:phone,phone
ppl:_pinckney,pinckney
ppl:pinpuff,pinpuff
ppl:pjr,pjrobiquet
ppl:_plowden,plowden
ppl:pmpatterson,pmpatterson
ppl:polk,polk
ppl:ppbonneau,pporcherbonneau
ppl:prhordenbeg,prhordenbeg
ppl:profadrain,profadrain
ppl:profbenwick,profbenwick
ppl:proffarnham,proffarnham
ppl:proffarrar,proffarrar
ppl:profgoodman,profgoodman
ppl:profhare,profhare
ppl:profhauy,profhauy
ppl:profjoslin,profjoslin
ppl:profkunth,profkunth
ppl:proflittou,proflittou
ppl:profnulty,profnulty
ppl:prossi,prossi
ppl:pthomson,pthomson
ppl:_puttand,puttand
ppl:pvaughan,pvaughan
ppl:pwendell,pwendell
ppl:_quilez,quilez
ppl:_razait,razait
ppl:rbb,rbbarlow
ppl:rbgooch,rbgooch
ppl:rbidd,rbiddle
ppl:rchurch,rchurch
ppl:rcsykes,rcsykes
ppl:rcurtis,rcurtis
ppl:rddelisle,rdochedelisle
ppl:reg,regriffith
ppl:revgriffen,revgriffen
ppl:rfulton,rfulton
ppl:rgbeasley,rgbeasley
ppl:rgr,rgray
ppl:rharlan,rharlan
ppl:rharrison,rharrison
ppl:rharton,rharton
ppl:rhascall,rhascall
ppl:rhcabell,rhcabell
ppl:rjames,rjames
ppl:rjhs,rjhsinger
ppl:rjj,rjjoyce
ppl:rjohnston,rjohnston
ppl:rjp,rjporter
ppl:rlivingston,rlivingston
ppl:rlmussey,rlmussey
ppl:rlroche,rlaroche
ppl:rmorris,rmorris
ppl:rmpatterson,rmpatterson
ppl:rmwalsh,rmwalsh
ppl:rnk1,rnk1
ppl:rnk2,rnk2
ppl:robadair,robadair
ppl:robbaird,robbaird
ppl:robtownsend,robtownsend
ppl:_rossier,rossier
ppl:_rousseau,rousseau
ppl:rozel,mmederozel
ppl:rpjcarter,rpjcarter
ppl:rpmiles,rpmiles
ppl:rpringle,rpringle
ppl:rsaunders,rsaunders
ppl:ruzielli,muzilelli
ppl:rvm,rvmohl
ppl:rwhite,rwhite
ppl:rwj,rwalshj
ppl:sac,siraclarke
ppl:saeliot,saeliot
ppl:salexly,salexly
ppl:samadams,samadams
ppl:samallison,samallison
ppl:samuelmorse,samuelmorse
ppl:samward,samward
ppl:sao,saotis
ppl:_savigun,savigun
ppl:sbonnif,sbonnifoux
ppl:sbw,sbwylie
ppl:sdpoisson,sdpoisson
ppl:senfolson,senfolson
ppl:sfj,sfjarvis
ppl:sgbrown,sgbrown
ppl:sgh,sghowe
ppl:shd,shdavy
ppl:sidneymorse,sidneymorse
ppl:_simpson,simpson
ppl:sirjhall,sirjhall
ppl:sjul,sjulien
ppl:skiddy,skiddy
ppl:slangles,slangles
ppl:slmi,slmitchill
ppl:slmo,slmorgan
ppl:smiller,smiller
ppl:smorris,smorris
ppl:sms,smstephenson
ppl:solin,solin
ppl:spleason,spleasonton
ppl:ssouthwick,ssouthwick
ppl:sthompson,sthompson
ppl:_strong,strong
ppl:susrobertson,susrobertson
ppl:svrensselaer,svrensselaer
ppl:svuchs,svuchstein
ppl:swalker,swalker
ppl:_swediour,swediour
ppl:_sweetman,sweetman
ppl:swelles,swelles
ppl:swhite,swhite
ppl:swhitehall,swhitehall
ppl:syoung,syoung
ppl:taemmet,taemmet
ppl:_tapellex,tapellex
ppl:_tardieu,tardieu
ppl:tbacker,tbacker
ppl:tbjamison,tbjamison
ppl:tcgrattan,tcgrattan
ppl:tco,tcooper
ppl:tcorran,tcorran
ppl:tdmontpelier,tdemontpelier
ppl:tdobbin,tdobbin
ppl:tgc,tgclemson
ppl:thamm,thamm
ppl:theoallen,theoallen
ppl:theosedg,theosedgewick
ppl:_thirard,thirard
ppl:thomallen,thomallen
ppl:thoshun,thoshun
ppl:thossedg,thossedgewick
ppl:_thouin,thouin
ppl:thtaylor,thtaylor
ppl:tjefferson,tjefferson
ppl:tlaw,tlaw
ppl:tlkane,tlkane
ppl:tmason,tmason
ppl:tmlogan,tmlogan
ppl:tmoo,tmoore
ppl:tmrj,tmrandolphj
ppl:tomeara,tomeara
ppl:tparker,tparker
ppl:tpbarton,tpbarton
ppl:tpicker,tpickering
ppl:tpower,tpower
ppl:trbeck,trbeck
ppl:_treattel,treattel
ppl:ttaylor,ttaylor
ppl:ttpayne,ttpayne
ppl:twarner,twarner
ppl:twharris,twharris
ppl:twil,twilson
ppl:tws,twstorrow
ppl:vbal,vbally
ppl:_venables,venables
ppl:_vevey,vevey
ppl:_vilnier,vilnier
ppl:vjacquemont,vjacquemont
ppl:vmott,vmott
ppl:vwwelles,vwwelles
ppl:wadams,wadams
ppl:_wallam,wallam
ppl:_wallaston,wallaston
ppl:_wardman,wardman
ppl:wascott,wascott
ppl:wbaird,wbaird
ppl:wberlin,wberlin
ppl:wbin,wbingley
ppl:wblawrence,wblawrence
ppl:wbogden,wbogden
ppl:wbossenger,wbossenger
ppl:wbra,wbradford
ppl:wbradish,wbradish
ppl:wcarnegie,wcarnegie
ppl:wcbryant,wcbryant
ppl:wchild,wchild
ppl:wclarke,wclarke
ppl:wclerke,wclerke
ppl:wcoop,wcooper
ppl:wcorbet,wcorbet
ppl:wcp,wcpreston
ppl:wcr,wcrives
ppl:wcsomerville,wcsomerville
ppl:wdrayton,wdrayton
ppl:wdua,wduane
ppl:wdunst,wdunstable
ppl:weastburn,weastburn
ppl:weh,wehorner
ppl:wfdessaussure,wfdessaussure
ppl:wfisk,wfisk
ppl:wfr,wfritchie
ppl:wgordon,wgordon
ppl:wgraces,wgraces
ppl:wgracie,wgracie
ppl:whaven,whaven
ppl:whcrawford,whcrawford
ppl:whcurran,whcurran
ppl:whillmer,whillmer
ppl:whkeating,whkeating
ppl:whoward,whoward
ppl:whprescott,whprescott
ppl:willclegg,willclegg
ppl:_william,william
ppl:willjackson,willjackson
ppl:willward,willward
ppl:wirv,wirving
ppl:wjackson,wjackson
ppl:wjbennett,wjbennett
ppl:wjbiddle,wjbiddle
ppl:wjhubard,wjhubard
ppl:wjlfisher,wjlfisher
ppl:wkain,wkain
ppl:wlearson,wlearson
ppl:wlee,wlee
ppl:wlivingston,wlivingston
ppl:wmacneven,wmacneven
ppl:wmaxwell,wmaxwell
ppl:wmpower,wmpower
ppl:wnavarrete,wnavarrete
ppl:wogilvy,wogilvy
ppl:wpcbarton,wpcbarton
ppl:wpendelton,wpendelton
ppl:wpgrinnell,wpgrinnell
ppl:wpjohnson,wpjohnson
ppl:wpringle,wpringle
ppl:wradair,wradair
ppl:wrobinson,wrobinson
ppl:wrwalsh,wrwalsh
ppl:wsampson,wsampson
ppl:wsd,wsdickson
ppl:wsha,wshaler
ppl:wshort,wshort
ppl:wsin,wsinclair
ppl:wspence,wspence
ppl:wtanner,wtanner
ppl:wtaylor,wtaylor
ppl:wtfrank,wtfranklin
ppl:wtwtone,wtwtone
ppl:wvaughan,wvaughan
ppl:wvschaick,wvschaick
ppl:wwhitesides,wwhitesides
ppl:wwoodbr,wwoodbridge
ppl:wwsmith,wwsmith
ppl:_yates,yates
