div_id,old_id,name_n,name_ref,name,addname,role,type
obj1211,Obj1232,obj1211-m-709,ppl:hlodge,Henry Lodge,,intro,
obj1212,Obj1233,obj1212-s-1,ppl:dhos,David Hosack,,sender,
obj1212,Obj1233,obj1212-m-710,ppl:wbogden,Dr Ogden,,intro bearer,
obj1213,Obj1234,obj1213-s-1,ppl:nweb,"Noah Webster,",,sender,
obj1213,Obj1234,obj1213-m-711,,Captain Clark,,bearer,
obj1213,Obj1234,obj1213-on-151,org:org_046,the Institute,,,
obj1214,Obj1235,obj1214-s-1,ppl:ncar,"Nicholas Carlisle,",,sender,
obj1214,Obj1235,obj1214-on-152,org:org_106,"Society of Antiquities, London",,,
obj1215,Obj1236,obj1215-s-1,ppl:epc,Eliza Parke Custis,,sender,
obj1215,Obj1236,obj1215-m-712,ppl:gjd,General Devereux,,,
obj1215,Obj1236,obj1215-m-713,ppl:lafayette,LaFayette,,,
obj1216,Obj1237,obj1216-s-1,ppl:wsampson,William Sampson,,sender,
obj1216,Obj1237,obj1216-m-714,ppl:wtwtone,William Wolfe Tone,,,
obj1216,Obj1237,obj1216-m-715,ppl:csa,Catherine Sampson Tone,,,
obj1216,Obj1237,obj1216-m-a999,ppl:ggtone,Miss Grace Georgiana Tone,,,
obj1216,Obj1237,obj1216-m-716,ppl:mtone,Mathilda Tone Wilson,,,
obj1216,Obj1237,obj1216-m-717,ppl:ajackson,[Andrew Jackson],,,
obj1217,Obj1238,obj1217-s-1,ppl:jwfran,Dr John W. Francis,,sender,
obj1217,Obj1238,obj1217-m-718,ppl:djmc,Dr Joseph M. Cloud,,intro,
obj1218,Obj1239,obj1218-s-1,ppl:jhos,John Hosack,,sender,
obj1219,Obj1240,obj1219-s-1,ppl:fbloodgood,"Bloodgood,",,sender,
obj1219,Obj1240,obj1219-m-720,ppl:dcporter,Mr D. C Porter,,,
obj1221,Obj1242,obj1221-s-1,ppl:fbloodgood,"Mr Bloodgood,",,sender,
obj1222,Obj1243,obj1222-s-1,ppl:dbw,DBW,,sender,
obj1222,Obj1243,obj1222-r-1,ppl:cst,Major Thayer,,recipient,
obj1222,Obj1243,obj1222-m-721,ppl:tgc,Mr Clemson,,,
obj1222,Obj1243,obj1222-m-722,ppl:pjr,Robiquet,,,
obj1222,Obj1243,obj1222-m-723,ppl:ajackson,[Andrew Jackson],,,
obj1222,Obj1243,obj1222-m-724,ppl:tjefferson,Jefferson,,,
obj1223,Obj1244,obj1223-s-1,ppl:dbw,DBW,,sender,
obj1223,Obj1244,obj1223-r-1,ppl:dhos,Dr Hosack,,recipient,
obj1223,Obj1244,obj1223-m-725,ppl:wbogden,Dr Ogden,,,
obj1224,Obj1245,obj1224-s-1,ppl:dbw,DBW,,sender,
obj1224,Obj1245,obj1224-r-1,ppl:twharris,Dr Harris,,recipient,
obj1224,Obj1245,obj1224-on-153,org:org_098,Geographical Society of Paris,,,
obj1224,Obj1245,obj1224-on-154,org:org_018,Boston Academy of Science and Arts,,,
obj1224,Obj1245,obj1224-m-726,ppl:cwalker,Dr Charles Walker,,,
obj1225,Obj1246,obj1225-s-1,ppl:dbw,DBW,,sender,
obj1225,Obj1246,obj1225-r-1,ppl:mvb,Martin van Buren,,recipient,
obj1226,Obj1247,obj1226-s-1,ppl:pdup,Peter Deponceau,,sender,
obj1226,Obj1247,obj1226-m-727,ppl:rmwalsh,R. M. Walsh,,intro,
obj1227,Obj1248,obj1227-s-1,ppl:jkb,"James Kennedy Blair,",,sender,
obj1228,Obj1249,obj1228-on-155,org:org_048,John White & co.,,sender,
obj1229,Obj1250,obj1229-s-1,ppl:dhos,David Hosack,,sender,
obj1229,Obj1250,obj1229-m-728,ppl:samward,Dr Ward,,intro,
obj1230,Obj1251,obj1230-s-1,ppl:dhos,David Hosack,,sender,
obj1230,Obj1251,obj1230-m-729,ppl:dgsb,Dr Bedford,,,
obj1230,Obj1251,obj1230-m-730,ppl:dgsb,Dr Gunning S Bedford],,,
obj1230,Obj1251,obj1230-m-731,ppl:wcr,Mr Rives,,,
obj1231,Obj1252,obj1231-s-1,ppl:jwfran,Dr Francis,,sender,
obj1231,Obj1252,obj1231-m-732,ppl:dgsb,Dr Gunning S Bedford,,intro,
obj1232,Obj1253,obj1232-s-1,ppl:wcr,"Mr Rives [William Cabell Rives],",[William Cabell Rives],sender,
obj1233,Obj1254,obj1233-s-1,ppl:epc,Eliza Parke Custis,,sender,
obj1233,Obj1254,obj1233-m-733,ppl:wradair,Mr W. R. Adair,,intro,
obj1233,Obj1254,obj1233-m-734,ppl:lafayette,LaFayette,,,
obj1234,Obj1255,obj1234-s-1,ppl:rbidd,Richard Biddle,,sender,
obj1234,Obj1255,obj1234-on-156,org:org_016,The King’s Library at Paris [Bibliotheque du Roi],,,
obj1235,Obj1256,obj1235-s-1,ppl:dbw,DBW,,sender,
obj1235,Obj1256,obj1235-r-1,ppl:jbro,Mr Brown,,recipient,
obj1236,Obj1257,obj1236-s-1,ppl:jqt,President Josiah Quincy,,sender,
obj1236,Obj1257,obj1236-on-157,org:org_040,Harvard University,,,
obj1236,Obj1257,obj1236-m-735,ppl:rvm,Prof Mohl,,,
obj1236,Obj1257,obj1236-m-736,ppl:_jubringen,Jubringen,,,
obj1237,Obj1258,obj1237-s-1,ppl:jtduane,J. T. Duane,,sender,
obj1237,Obj1258,obj1237-m-737,ppl:mrmyres,Mr Myres,,,
obj1238,Obj1259,obj1238-s-1,ppl:wbogden,Dr Ogden,,sender,
obj1238,Obj1259,obj1238-on-158,org:org_035,Franklin Institute of Philadelphia,,,
obj1239,Obj1260,obj1239-s-1,ppl:jpar,"J. P Abel Remusat [Jean-Pierre Abel Remusat],",[Jean-Pierre Abel Remusat],sender,
obj1239,Obj1260,obj1239-pl-729,,Bibliothque du Roi,,,
obj1240,Obj1261,obj1240-s-1,ppl:wirv,"Washington Irving,",,sender,
obj1240,Obj1261,obj1240-m-738,ppl:mrmccay,Mr McCay,,bearer,
obj1242,Obj1262,obj1242-s-1,ppl:lafayette,LaFayette,,sender,
obj1242,Obj1262,obj1242-m-739,ppl:djs,Mr Skinner,,,
obj1242,Obj1262,obj1242-on-159,org:org_098,Geographical Society,,,
obj1243,Obj1263,obj1243-s-1,ppl:_legendre,Legendre,,sender,
obj1243,Obj1263,obj1243-m-740,ppl:nbow,Mr Bowditch,,,
obj1244,Obj1264,obj1244-s-1,ppl:rbidd,Richard Biddle,,sender,
obj1244,Obj1264,obj1244-m-741,ppl:_gowan,Gowan,,,
obj1244,Obj1264,obj1244-m-742,ppl:fmarx,Marx,,,
obj1245,Obj1264,obj1245-s-1,ppl:jcox,John Cox,,sender,
obj1245,Obj1264,obj1245-m-743,ppl:jjjacotot,Mr Jacotot [Joseph Jacotot],[Joseph Jacotot],,
obj1245,Obj1264,obj1245-m-744,ppl:mrsepres,Mr Sepres,,,
obj1246,Obj1265,obj1246-s-1,ppl:amo,"Anthony Morris,",,sender,
obj1246,Obj1265,obj1246-m-745,ppl:cej,Mr Charles Ellet,,,
obj1247,Obj1266,obj1247-s-1,ppl:mrob,"Moncure Robinson,",,sender,
obj1247,Obj1266,obj1247-m-746,ppl:jvp,your friend the librarian,,,
obj1247,Obj1266,obj1247-on-160,org:org_016,Bibliotheque Royale,,,
obj1248,Obj1267,obj1248-s-1,ppl:jhp,"John Howard Payne,",,sender,
obj1248,Obj1267,obj1248-m-747,ppl:mrgleason,Mr Gleason,,,
obj1249,Obj1268,obj1249-on-161,org:org_092,The Royal Norse Antiquarian Society,,sender,
obj1250,Obj1269,obj1250-s-1,ppl:rhcabell,R.H Cabell,,sender,
obj1250,Obj1269,obj1250-m-748,ppl:fmarx,Mr Frederick Marx,,intro,
obj1250,Obj1269,obj1250-m-749,ppl:misscmarx,Miss C. Marx,,,
obj1250,Obj1269,obj1250-m-a999,ppl:jmcabell,Mrs Cabell,,,
obj1250,Obj1269,obj1250-m-750,ppl:jccabell,Mr Joseph Cabell,,,
obj1250,Obj1269,obj1250-m-751,ppl:mbs,Mrs Smith,,,
obj1251,Obj1270,obj1251-on-162,org:org_099,"Societe Francaise de Statistique Universelle,",,sender,
obj1252,Obj1271,obj1252-s-1,ppl:dgsb,"G. J. Bedford,",,sender,
obj1253,Obj1272,obj1253-s-1,ppl:tws,"Thomas Storrow,",,sender,
obj1253,Obj1272,obj1253-m-752,ppl:wirv,Mr Washington Irving,,,
obj1253,Obj1272,obj1253-m-753,ppl:css,Brother Charles,,,
obj1254,Obj1273,obj1254-s-1,ppl:jmea,James Mease,,sender,
obj1254,Obj1273,obj1254-on-163,org:org_052,Literary Society of Lubbe,,,
obj1254,Obj1273,obj1254-on-164,org:org_098,Geographical Society,,,
obj1254,Obj1273,obj1254-m-754,ppl:mrdubouchet,"Mr Dubouchet,",,,
obj1254,Obj1273,obj1254-m-a999,ppl:kingsaoboso,King Botswain [King Sao Boso],[King Sao Boso],,
obj1254,Obj1273,obj1254-m-755,ppl:jffish,Joshua Francis Fisher,,bearer,
obj1254,Obj1273,obj1254-m-756,ppl:sao,Alleyne Otis,,,
obj1254,Obj1273,obj1254-m-757,ppl:hgo,Mr Harrison Gray Otis,,,
obj1255,Obj1274,obj1255-s-1,ppl:cpw,"Campbell P. White,",,sender,
obj1255,Obj1274,obj1255-m-758,ppl:jroose,James Roosevelt Jr,,intro,
obj1256,Obj1275,obj1256-s-1,ppl:jcw,John C. White,,sender,
obj1257,Obj1276,obj1257-s-1,ppl:dbw,DBW,,sender,
obj1257,Obj1276,obj1257-r-1,,Director of the Revue des Deux Mondes,,recipient,
obj1257,Obj1276,obj1257-m-759,ppl:tjefferson,President Jefferson,,,
obj1257,Obj1276,obj1257-m-760,ppl:jbarlow,M. Barlow,,,
obj1257,Obj1276,obj1257-m-761,ppl:hbmaret,Duke de Bassano,,,
obj1257,Obj1276,obj1257-m-762,ppl:whcrawford,Mr. Crawford,,,
obj1257,Obj1276,obj1257-m-763,ppl:akourakin,Prince Kourakin,,,
obj1257,Obj1276,obj1257-m-764,ppl:ajackson,General Jackson,,,
obj1258,Obj1277,obj1258-s-1,ppl:jasp,"Jared Sparks,",,sender,
obj1258,Obj1277,obj1258-m-765,ppl:ddb,D.D. Bernard,,intro,
obj1258,Obj1277,obj1258-on-166,org:org_114,Congress,,,
obj1259,Obj1278,obj1259-s-1,ppl:eag,Eliza Godefroy,,sender,
obj1259,Obj1278,obj1259-m-766,ppl:djc,My dear father,,,
obj1259,Obj1278,obj1259-m-767,ppl:mgod,Godefroy,,,
obj1259,Obj1278,obj1259-m-768,ppl:_maxime,Maxime,,,
obj1259,Obj1278,obj1259-m-769,ppl:jdp,"Polinac (sic) [Jules de Polignac, Count of Polignac]","[Jules de Polignac, Count of Polignac]",,
obj1260,Obj1279,obj1260-s-1,ppl:glm,Gilbert L. Meason,,sender,
obj1260,Obj1279,obj1260-m-770,ppl:mrcreighton,Mr Creighton,,,
obj1260,Obj1279,obj1260-on-167,org:org_050,library of Congress,,,
obj1260,Obj1279,obj1260-m-771,ppl:pthomson,Pinkey Thomso.n,,,
obj1260,Obj1279,obj1260-on-168,org:org_125,William and Mary College,,,
obj1260,Obj1279,obj1260-m-772,ppl:genmacomb,General Macomb,,,
obj1260,Obj1279,obj1260-m-773,,James,,,
obj1260,Obj1279,obj1260-m-774,,miss C,,,
obj1260,Obj1279,obj1260-m-775,ppl:mmason,Murray Mason,,,
obj1261,Obj1280,obj1261-s-1,ppl:epc,Eliza Parke Custis,,sender,
obj1261,Obj1280,obj1261-m-776,ppl:icbarnet,Mr Barnet,,,
obj1261,Obj1280,obj1261-m-777,ppl:jmonroe,Mr Monroe,,,
obj1261,Obj1280,obj1261-m-778,ppl:bsbernard,General Bernard,,bearer,
obj1261,Obj1280,obj1261-m-779,ppl:lafayette,General Lafayette,,,
obj1263,Obj1281,obj1263-s-1,ppl:ags,"Alban G. Smith,",,sender,
obj1263,Obj1281,obj1263-m-780,ppl:nnj,Niles,,,
obj1264,Obj1282,obj1264-s-1,ppl:jhowa,Joseph Howard,,sender,
obj1264,Obj1282,obj1264-m-781,ppl:gburgess,Mr George Burgess,,intro,
obj1265,Obj1282,obj1265-s-1,ppl:eag,Eliza Godefroy,,sender,
obj1265,Obj1282,obj1265-m-782,ppl:eag,Madame Godefroy,,,
obj1265,Obj1282,obj1265-m-783,ppl:gjd,General Devereux,,,
obj1265,Obj1282,obj1265-m-784,ppl:jdp,Polignac,,,
obj1265,Obj1282,obj1265-m-785,ppl:mgod,Maxime [Godefroy],,,
obj1266,Obj1283,obj1266-s-1,ppl:dhos,David Hosack,,sender,
obj1266,Obj1283,obj1266-m-786,ppl:wgraces,William [Graces],,intro,
obj1266,Obj1283,obj1266-m-787,ppl:dwclinton,Gov Clinton,,,
obj1267,Obj1284,obj1267-s-1,ppl:eag,Elizabeth Godefroy,,sender,
obj1267,Obj1284,obj1267-m-788,ppl:gjd,Devereux,,,
obj1268,Obj1285,obj1268-s-1,ppl:jcw,"John Campbell White,",,sender,
obj1269,Obj1286,obj1269-s-1,ppl:wsha,"William Shaler,",,sender,
obj1269,Obj1286,obj1269-m-789,ppl:hcleveland,Mr Henry Cleveland,,,
obj1269,Obj1286,obj1269-on-169,org:org_040,[Harvard],,,
obj1270,Obj1287,obj1270-s-1,ppl:epc,Eliza Parke Custis,,sender,
obj1270,Obj1287,obj1270-m-790,ppl:icbarnet,Mr Barnet,,,
obj1270,Obj1287,obj1270-m-791,ppl:gjd,General Devereux,,,
obj1270,Obj1287,obj1270-m-792,ppl:chbarnet,Charles Barnet,,,
obj1270,Obj1287,obj1270-m-793,ppl:nnj,Nathaniel Niles,,,
obj1270,Obj1287,obj1270-m-794,ppl:wmacneven,Dr MacNeven,,,
obj1270,Obj1287,obj1270-m-795,ppl:lafayette,General LaFayette,,,
obj1270,Obj1287,obj1270-m-797,ppl:_bernicica,Bernicica,,,
obj1270,Obj1287,obj1270-m-798,ppl:_gerardlableau,Gerard-lableau,,,
obj1270,Obj1287,obj1270-m-800,ppl:wmacneven,Dr McNeven,,,
obj1270,Obj1287,obj1270-m-801,ppl:mrsjones,Mrs Jones,,,
obj1270,Obj1287,obj1270-m-802,ppl:eleanorpclewis,[Eleanor Parke Custis] Lewis,,,
obj1271,Obj1288,obj1271-s-1,ppl:jav,J. Ventras,,sender,
obj1271,Obj1288,obj1271-m-803,ppl:whaven,Mr Wallace Haven,,intro,
obj1271,Obj1288,obj1271-m-804,,Johnson,,,
obj1271,Obj1288,obj1271-m-805,ppl:icbarnet,Barnett,,,
obj1271,Obj1288,obj1271-m-806,ppl:gcv,Mr Verplanck,,,
obj1272,Obj1289,obj1272-s-1,ppl:apor,"Alexander Porter,",,sender,
obj1272,Obj1289,obj1272-m-807,ppl:mrclairborne,Mr Clairborne,,intro,
obj1273,Obj1290,obj1273-s-1,ppl:pdup,Peter Deponceau,,sender,
obj1273,Obj1290,obj1273-m-808,ppl:gbbrown,Dr G. B. Brown,,intro,
obj1274,Obj1291,obj1274-s-1,ppl:epc,Eliza Parke Custis,,sender,
obj1274,Obj1291,obj1274-m-809,ppl:lafayette,LaFayette,,,
obj1274,Obj1291,obj1274-m-810,ppl:tlaw,Mr Law,,,
obj1274,Obj1291,obj1274-m-811,ppl:bsbernard,General Bernard,,,
obj1275,Obj1292,obj1275-s-1,ppl:jdf,"John D. Fisher,",,sender,
obj1275,Obj1292,obj1275-m-812,ppl:jjack,James Jackson Jr,,intro,
obj1275,Obj1292,obj1275-m-813,ppl:gan,Dr Andral,,,
obj1276,Obj1293,obj1276-s-1,ppl:jwfran,Dr John Francis,,sender,
obj1276,Obj1293,obj1276-m-814,ppl:mr_thompson,Mr Thompson,,intro,
obj1277,Obj1294,obj1277-s-1,ppl:wsampson,William Sampson,,sender,
obj1277,Obj1294,obj1277-m-815,ppl:ceanderson,Mr Charles E. Anderson,,intro,
obj1277,Obj1294,obj1277-m-816,ppl:lafayette,Lafayette,,,
obj1278,Obj1295,obj1278-s-1,ppl:jbu,"Jessie Buel,",,sender,
obj1278,Obj1295,obj1278-m-817,ppl:mnoisette,M. Noisette,,,
obj1278,Obj1295,obj1278-m-818,ppl:gcv,[Verplanck],,,
obj1278,Obj1295,obj1278-m-819,ppl:mrhammond,Mr Hammond,,bearer intro,
obj1278,Obj1295,obj1278-on-170,org:org_099,the Society of Universal Statistics,,,
obj1279,Obj1296,obj1279-s-1,ppl:kap,"Charles Sealsfield [Karl Anton Postl],",Charles Sealsfield,sender,
obj1279,Obj1296,obj1279-m-820,ppl:ajackson,Jackson,,,
obj1279,Obj1296,obj1279-m-821,ppl:jccalhoun,Calhoun,,,
obj1279,Obj1296,obj1279-m-822,ppl:henryclay,Clay,,,
obj1279,Obj1296,obj1279-m-823,ppl:mmn,Mr Noah [Mordecai Manuel Noah],[Mordecai Manuel Noah],,
obj1279,Obj1296,obj1279-m-a999,ppl:ndenver,Nan Denver,,,
obj1279,Obj1296,obj1279-m-824,ppl:jbu,Mr Buel[?],,,
obj1279,Obj1296,obj1279-m-825,,Mr Stewart,,,
obj1280,Obj1297,obj1280-s-1,ppl:sgh,Dr Howe,,sender,
obj1280,Obj1297,obj1280-m-826,ppl:dei,Doctor Ives,,intro,
obj1281,Obj1298,obj1281-s-1,ppl:jbstevenson,Dr Stevenson,,sender,
obj1281,Obj1298,obj1281-m-827,ppl:drm,Dr Macdonnell,,intro,
obj1281,Obj1298,obj1281-on-171,org:org_002,Academy of Insenstions and Belles Letrres,,,
obj1281,Obj1298,obj1281-m-828,ppl:gcv,G.C. Verplanck,,,
obj1282,Obj1299,obj1282-s-1,ppl:djs,"Dr John Stuart Skinner,",,sender,
obj1282,Obj1299,obj1282-m-829,ppl:wchild,William Child,,intro,
obj1283,Obj1300,obj1283-s-1,ppl:glm,Gilbert Meason,,sender,
obj1283,Obj1300,obj1283-m-830,ppl:humboldt,Humboldt,,,
obj1283,Obj1300,obj1283-m-831,ppl:jplay,Prof Playfair,,,
obj1284,Obj1301,obj1284-s-1,ppl:jasp,"Jared Sparks,",,sender,
obj1284,Obj1301,obj1284-m-832,ppl:proffarrar,Professor Farrar,,intro,
obj1284,Obj1301,add1284-o-001,org:org_040,Harvard,,,
obj1285,Obj1302,obj1285-s-1,ppl:gti,"George Ticknor,",,sender,
obj1285,Obj1302,obj1285-m-833,ppl:mrfrazer,Mr Frazer,,intro,
obj1286,Obj1303,obj1286-s-1,ppl:lafayette,Lafayette,,sender,
obj1286,Obj1303,obj1286-m-834,ppl:wlivingston,Governor Livington,,,
obj1287,Obj1304,obj1287-s-1,ppl:rbidd,Richard Biddle,,sender,
obj1288,Obj1305,obj1288-s-1,ppl:ags,Dr A. G. Smith,,sender,
obj1288,Obj1305,obj1288-m-835,ppl:henryclay,Mr Clay,,,
obj1288,Obj1305,obj1288-m-836,ppl:nnj,Niles,,,
obj1288,Obj1305,obj1288-m-837,ppl:_simpson,Simpson,,,
obj1288,Obj1305,obj1288-m-838,ppl:wcr,Rives,,,
obj1288,Obj1305,obj1288-on-172,org:org_005,Academy of Medicine,,,
obj1288,Obj1305,obj1288-on-173,org:org_036,Franklin Medical College at Wheeling Virginia,,,
obj1288,Obj1305,obj1288-m-839,ppl:mrcorin,Mr Corin,,,
obj1289,Obj1306,obj1289-s-1,ppl:gord,"G. Ord,",,sender,
obj1289,Obj1306,obj1289-m-840,ppl:brong,Mr Brongniart,,,
obj1289,Obj1306,obj1289-m-841,ppl:jvau,Mr Vaughan,,,
obj1290,Obj1307,obj1290-s-1,ppl:pdboisjostin,P. D’a Boisjostin,,sender,
obj1291,Obj1308,obj1291-s-1,ppl:jasp,"Jared Sparks,",,sender,
obj1291,Obj1308,obj1291-m-842,ppl:jeworcester,Mr J. E. Worcester,,intro,
obj1292,Obj1309,obj1292-s-1,ppl:jbro,James Brown,,sender,
obj1292,Obj1309,obj1292-m-843,ppl:wfr,Mr William Ritchie,,intro,
obj1293,Obj1310,obj1293-s-1,ppl:johntownsend,"Dr J Townsend [john Townsend],",[john Townsend],sender,
obj1293,Obj1310,obj1293-m-844,ppl:ditj,Dr Isaiah Townsend,,,
obj1293,Obj1310,obj1293-m-845,ppl:icbarnet,Barnett,,,
obj1293,Obj1310,obj1293-m-846,ppl:mvb,van Buren,,,
obj1294,Obj1311,obj1294-s-1,ppl:rmpatterson,R. M. Patterson,,sender,
obj1294,Obj1311,obj1294-on-175,org:org_117,University of Virginia,,,
obj1294,Obj1311,obj1294-m-847,ppl:gjjaneway,Dr George J. Janeway,,intro,
obj1295,Obj1312,obj1295-s-1,ppl:gws,"General Winfield Scott,",,sender,
obj1295,Obj1312,obj1295-m-848,ppl:wfr,William F. Ritchie,,intro,
obj1296,Obj1313,obj1296-s-1,ppl:gti,"George Ticknor,",,sender,
obj1297,Obj1314,obj1297-on-176,org:org_048,John White and co,,sender,
obj1297,Obj1314,obj1297-m-849,ppl:gcv,Mr Verplanck,,,
obj1298,Obj1315,obj1298-s-1,ppl:rbidd,Richard Biddle,,sender,
obj1298,Obj1315,obj1298-m-850,ppl:lordnorth,Lord North,,,
obj1298,Obj1315,obj1298-m-851,ppl:wtfrank,W. Temple Franklin,,,
obj1298,Obj1315,obj1298-m-852,ppl:tjefferson,Jefferson,,,
obj1299,Obj1316,obj1299-s-1,ppl:jtenna,Dr J Tennant,,sender,
obj1299,Obj1316,obj1299-on-177,org:org_090,Royal Institution of Belfast,,,
